a,e,inc,Omega,omega,M,dist,H,RESO,Ifree,IfreeRange,qForced,pForced,OSSOS,DES,ID,Name
41.6264,0.069,24.43874,84.90467,216.7213,66.40277,40.64976,7.37,0,22.8349,0.1374,-0.198,1.6304,x,DESY6_0710,bK14Wy2G,(2014 WG602)
40.84666,0.02027,22.98862,99.96905,29.60137,257.76542,41.03804,7.72,0,21.3285,0.146,-0.1157,1.6659,x,DESY6_0715,bK14Wy2L,(2014 WL602)
47.06149,0.14016,35.89712,103.49743,259.41949,4.66351,40.4949,7.76,0,34.3062,0.1452,-0.4088,1.538,x,DESY6_0718,bK14Wy2M,(2014 WM602)
47.23605,0.14799,29.06352,132.78177,37.78695,213.78948,53.31409,5.1,0,27.6785,0.265,-0.3793,1.5508,x,DESY6_0730,bK14X40Y,(2014 XY40)
39.81548,0.05587,44.55223,146.84255,271.75264,24.33111,37.81138,7.4,0,43.3935,0.0794,-0.3887,1.5484,x,DESY6_0490,bK14X40Z,(2014 XZ40)
43.67086,0.29082,27.91637,83.42466,179.57042,78.86644,44.87791,7.2,74,26.3363,3.9143,-0.2237,1.6194,x,DESY6_0742,bK14X47W,(2014 XW47)
46.03139,0.23248,33.42976,109.30717,294.76612,354.3362,35.41846,7.3,0,31.8407,0.5303,-0.3823,1.5502,x,DESY6_0720,bK14X47Z,(2014 XZ47)
46.73776,0.20499,26.58094,82.8081,223.779,53.73119,42.5853,7.2,0,25.0775,0.4519,-0.3471,1.565,x,DESY6_0726,bK14X48A,(2014 XA48)
41.28736,0.13037,28.19449,132.81339,291.58328,329.23053,36.88125,7.3,0,26.8612,0.3393,-0.2467,1.6102,x,DESY6_0724,bK14X48C,(2014 XC48)
47.00146,0.2204,28.92673,95.0435,228.21696,49.90205,41.96986,7.79,0,27.3444,0.5394,-0.3655,1.5571,x,DESY6_0727,bK14X54S,(2014 XS54)
39.30909,0.19877,37.79007,62.01924,133.36532,159.14029,46.76327,7.11,32,36.5553,5.9247,-0.3152,1.5818,x,DESY6_0729,bK14X54T,(2014 XT54)
46.43142,0.17031,23.8768,45.3604,194.51088,313.39485,41.84561,4.6,0,23.0245,0.3753,-0.3256,1.574,x,x,bK14Y50A,(2014 YA50)
39.35075,0.14411,26.7897,88.72544,125.85757,153.2469,44.55249,6.9,32,25.1089,2.6106,-0.08,1.6832,x,DESY6_0747,bK14Y72R,(2014 YR72)
44.83528,0.17767,31.74057,95.83275,322.04643,328.28291,38.55655,7.3,0,30.153,0.4074,-0.3606,1.5597,x,DESY6_0735,bK14Y72T,(2014 YT72)
46.51745,0.14597,30.17831,130.36285,181.01692,56.22765,43.51175,7.3,0,28.7609,0.2367,-0.376,1.5524,x,DESY6_0744,bK14Y72U,(2014 YU72)
40.81833,0.15629,24.00867,165.93769,301.4385,303.96899,38.03027,7.65,1912,23.5662,0.636,-0.0926,1.6766,x,DESY6_0416,bK14Y91W,(2014 YW91)
43.28366,0.11975,29.65829,138.36444,352.97953,270.75632,43.83141,6.96,1911,28.3861,0.2558,-0.3227,1.5763,x,DESY6_0746,bK14Y92F,(2014 YF92)
43.62269,0.297,32.76314,134.70295,183.02113,42.67989,36.55536,8.09,74,31.4346,2.6631,-0.3062,1.5842,x,DESY6_0755,bK14Y92J,(2014 YJ92)
39.74069,0.06232,54.79077,206.55239,218.03636,42.2565,37.98258,7.11,0,55.113,0.0551,-0.429,1.5298,x,DESY6_0496,bK14Y92K,(2014 YK92)
43.27147,0.12808,26.81144,255.96731,7.40295,286.64358,42.36592,4.9,1911,28.2933,0.2596,-0.2878,1.5913,x,x,bK15AS1J,(2015 AJ281)
46.06999,0.08432,3.48725,65.29438,130.42089,311.9612,43.66974,6.3,0,2.1875,0.0564,-0.1252,1.6581,x,x,bK15AS1L,(2015 AL281)
43.85274,0.20625,33.00837,200.14243,112.53945,113.50941,48.82858,5.8,0,33.2504,0.5591,-0.3557,1.5624,x,x,bK15AT3Q,(2015 AQ293)
45.89663,0.2628,15.32499,314.52119,239.52428,4.5361,33.90453,6.8,0,16.5946,1.5051,-0.0157,1.7058,x,x,bK15Bp8L,(2015 BL518)
43.63478,0.18033,10.15271,104.86617,0.49005,72.16409,42.59486,6.0,74,8.4808,3.7286,0.3998,1.8822,x,x,bK15Bp8P,(2015 BP518)
41.5021,0.05296,16.02315,271.01891,130.66875,120.13882,42.68919,5.9,0,17.79,0.2081,0.1277,1.7686,x,x,bK15Bp8Q,(2015 BQ518)
41.86018,0.10762,28.55141,17.382,204.36753,325.88287,38.30553,6.7,0,28.3802,0.2402,-0.2732,1.5982,x,x,bK15Bp8S,(2015 BS518)
47.48785,0.21405,26.16232,194.18292,334.90864,345.91917,37.8119,6.4,21,26.2529,0.9191,-0.3519,1.5627,x,x,bK15Bp8Y,(2015 BY518)
39.44597,0.21683,2.81404,152.78401,44.12702,14.33003,31.32124,7.7,32,1.0584,35.1397,-1.4609,1.4752,o5p010,x,bK15Bp9A,(2015 BA519)
42.66885,0.14053,21.9662,260.01984,128.04444,155.04347,48.23055,5.7,0,23.5569,0.4375,-0.1723,1.641,x,x,bK15DP0Z,(2015 DZ250)
46.55057,0.12437,3.48921,98.34798,81.66889,353.28458,40.81263,7.0,0,1.8286,0.2155,-0.0945,1.6707,x,x,bK15FY5S,(2015 FS345)
44.64305,0.08499,3.0919,36.18054,102.21149,23.93951,41.23525,7.3,0,2.4155,0.2955,0.0815,1.746,x,x,bK15Fd2W,(2015 FW392)
46.21751,0.16686,11.54679,19.88042,25.20258,160.46852,53.60115,7.0,0,11.2425,0.4426,-0.1504,1.6478,x,x,bK15G50Q,(2015 GQ50)
47.53976,0.30962,8.95521,34.15718,69.13727,69.03465,46.70422,7.6,21,6.4154,298.7478,1.5684,2.3772,o5p121,x,bK15G51Y,(2015 GY51)
39.50635,0.26268,0.89029,64.88432,72.15492,50.09787,34.88823,9.3,-1,-,-,-,-,o5p014,x,bK15G54G,(2015 GG54)
39.50563,0.31345,30.52885,204.76929,57.81671,337.71026,28.97414,8.6,32,31.1291,3.5731,-0.1471,1.6574,o5p008,x,bK15G54K,(2015 GK54)
39.51201,0.23798,1.24715,118.45358,160.80525,318.30507,33.78971,8.5,32,0.6648,1.9353,-1.2163,1.331,o5p022,x,bK15G54L,(2015 GL54)
39.54245,0.23428,9.13845,206.24397,260.48697,80.39131,40.154,8.2,32,8.345,2.5958,-1.5587,1.0166,o5p037,x,bK15G54M,(2015 GM54)
39.55524,0.16808,1.2264,178.24035,119.21086,296.42031,37.58684,8.8,32,1.0184,4.723,-1.2439,1.0559,o5p036,x,bK15G54N,(2015 GN54)
39.60719,0.23774,3.57568,138.57007,42.25371,21.18171,31.25233,8.4,-1,-,-,-,-,o5p007,x,bK15G54S,(2015 GS54)
39.55078,0.23492,3.10094,114.84297,175.10392,309.34378,35.27595,9.1,-1,-,-,-,-,o5p026,x,bK15G54V,(2015 GV54)
47.75524,0.27645,1.95658,95.67742,357.53539,83.43921,49.83874,7.7,21,0.5139,4571.62,0.3092,1.8405,o5p141,x,bK15G54Z,(2015 GZ54)
43.67532,0.08184,2.01993,199.06578,331.05856,36.61181,40.92119,8.4,74,3.3208,0.8632,0.285,1.8329,o5p054,x,bK15G55C,(2015 GC55)
43.56345,0.11191,5.61932,197.93224,357.29311,15.41302,38.9093,8.9,74,6.6912,0.8395,0.3104,1.8439,o5p039,x,bK15G55D,(2015 GD55)
43.63083,0.05828,1.77402,57.85046,151.02274,4.5621,41.09714,7.9,74,0.7726,0.1385,0.2365,1.8124,o5p063,x,bK15G55E,(2015 GE55)
43.60969,0.24739,5.31868,201.97675,323.65708,32.32812,35.56325,9.2,74,3.2651,38.6489,-2.8073,0.4886,o5p018,x,bK15G55F,(2015 GF55)
43.52367,0.1621,2.95486,129.69272,50.87613,22.46865,37.217,9.1,74,3.9448,10.3641,2.0454,2.5834,o5p027,x,bK15G55G,(2015 GG55)
43.77105,0.11891,4.55424,55.1864,132.25419,19.26053,38.93804,8.8,74,2.861,0.3593,0.4177,1.8891,o5p038,x,bK15G55H,(2015 GH55)
43.79568,0.17054,3.91206,48.62546,129.85848,26.22293,37.41355,8.3,74,1.1076,7.5168,1.6164,2.3997,o5p028,x,bK15G55J,(2015 GJ55)
43.69021,0.26393,27.28301,200.04858,41.80723,346.70337,32.72092,9.3,74,27.6352,4.4534,-0.2596,1.6043,o5p016,x,bK15G55K,(2015 GK55)
43.66628,0.05282,11.29331,39.09581,171.44118,2.49136,41.36218,7.4,74,10.3254,0.4351,-0.0242,1.7023,o5p065,x,bK15G55L,(2015 GL55)
42.39677,0.12146,8.38791,43.77086,221.39561,315.73121,39.05703,8.3,53,6.3694,82.8107,0.8825,2.0885,o5p043,x,bK15G55O,(2015 GO55)
42.82868,0.0967,20.69277,199.91055,104.64192,278.91547,42.58418,8.1,1710,21.1466,0.2141,-0.1756,1.6393,o5p097,x,bK15G55Q,(2015 GQ55)
44.14739,0.19482,24.8317,197.9099,48.52492,338.649,36.43676,7.1,169,25.1183,0.9633,-0.2695,1.5992,o5p030,x,bK15G55S,(2015 GS55)
45.97193,0.24942,11.74451,32.16386,197.98146,352.2764,34.68921,9.4,179,10.8093,1.3437,0.1111,1.7584,o5p021,x,bK15G55T,(2015 GT55)
43.09541,0.05319,0.03568,66.21375,179.79874,327.58961,41.19759,8.6,0,1.8991,0.2844,0.4156,1.8888,o5p066,x,bK15G56E,(2015 GE56)
42.68379,0.01057,1.65506,28.75906,204.85512,336.85063,42.26953,8.1,0,1.4673,0.1537,0.5278,1.9369,o5p082,x,bK15G56F,(2015 GF56)
43.5194,0.08653,3.52851,28.46312,108.8252,63.61785,42.12224,7.99,0,2.7138,0.7656,0.3955,1.8798,o5p070,x,bK15G56G,(2015 GG56)
46.17857,0.23368,37.47115,201.55924,250.55905,91.18944,48.82042,7.5,0,37.6952,0.3873,-0.4035,1.5408,o5p139,x,bK15G56H,(2015 GH56)
43.81178,0.06802,3.63098,41.61114,245.23524,289.79479,42.98786,8.2,0,2.5823,0.2789,0.206,1.7993,o5p103,x,bK15G56J,(2015 GJ56)
44.53578,0.10733,2.07174,181.21648,148.35734,249.64988,46.62232,7.71,95,2.8586,0.4194,0.138,1.77,o5p137,x,bK15G56K,(2015 GK56)
40.06283,0.08377,17.77764,25.76081,243.61165,309.36573,38.11613,7.72,0,16.6542,0.9055,0.4122,1.8916,o5p035,x,bK15G56L,(2015 GL56)
43.81315,0.04902,2.00501,153.06487,82.02882,337.65271,41.84286,8.2,0,2.1618,0.1174,0.186,1.7908,o5p076,x,bK15G56M,(2015 GM56)
42.65563,0.04624,2.83015,55.07837,160.61743,355.56393,40.6899,8.6,0,1.1031,0.3255,0.5782,1.9584,o5p058,x,bK15G56N,(2015 GN56)
46.61479,0.06219,10.95923,25.5008,132.14555,47.41317,44.75703,7.9,0,10.5999,0.0731,-0.242,1.6089,o5p116,x,bK15G56O,(2015 GO56)
41.73363,0.17109,30.18724,202.44142,301.60443,51.86886,38.20582,9.0,0,30.5738,0.4462,-0.2844,1.594,o5p031,x,bK15G56P,(2015 GP56)
42.9875,0.10457,18.13439,24.69615,334.09057,217.20419,46.72008,7.37,0,17.6099,0.3027,-0.1125,1.6658,o5p135,x,bK15G56Q,(2015 GQ56)
44.14472,0.03371,1.26272,38.94139,37.82182,131.10392,45.15064,7.6,169,1.3096,0.1031,0.0854,1.748,o5p123,x,bK15G56R,(2015 GR56)
43.23527,0.01862,0.59541,96.56631,242.35452,233.13385,43.72757,7.9,0,1.3099,0.1062,0.3124,1.8449,o5p109,x,bK15G56S,(2015 GS56)
45.71005,0.06244,11.30785,26.63719,167.44806,14.99062,42.96593,8.2,0,10.8675,0.0971,-0.2001,1.6269,o5p088,x,bK15G56T,(2015 GT56)
43.43967,0.04642,2.55766,49.56497,188.13747,336.2015,41.61074,7.2,0,1.4106,0.1216,0.2539,1.82,o5p072,x,bK15G56U,(2015 GU56)
45.92239,0.11124,1.45297,88.90747,166.3929,324.57926,41.97908,8.6,0,0.2493,0.1888,-0.0844,1.6754,o5p085,x,bK15G56V,(2015 GV56)
45.3238,0.10565,1.63971,155.3708,308.66955,94.51724,46.19389,7.9,0,1.8245,0.3033,0.0131,1.7167,o5p130,x,bK15G56W,(2015 GW56)
44.32398,0.07763,2.05817,23.47919,119.58781,60.87803,42.86463,7.9,0,1.9967,0.2541,0.1297,1.7666,o5p084,x,bK15G56X,(2015 GX56)
43.3496,0.04794,0.77028,35.71551,321.94704,217.32744,45.03675,8.1,0,1.4308,0.1765,0.3172,1.8468,o5p128,x,bK15G56Y,(2015 GY56)
44.12647,0.06718,0.74631,71.30276,19.69482,114.09045,45.49545,7.0,0,1.0655,0.2394,0.1298,1.7668,o5p127,x,bK15G56Z,(2015 GZ56)
43.89617,0.07756,1.93813,56.15268,184.06368,335.96322,40.83573,7.9,0,0.9061,0.2001,0.1922,1.7935,o5p061,x,bK15G57A,(2015 GA57)
44.15967,0.07098,1.25313,148.82309,174.56723,255.44626,45.14972,7.8,0,1.634,0.2351,0.1223,1.7637,o5p129,x,bK15G57B,(2015 GB57)
44.208,0.07674,1.48056,174.60574,39.95398,358.69463,40.81674,7.9,0,2.2965,0.1539,0.1412,1.7716,o5p059,x,bK15G57C,(2015 GC57)
46.3203,0.08262,2.79926,47.60258,125.43736,33.4737,43.23508,7.5,0,2.073,0.0956,-0.1432,1.6504,o5p092,x,bK15G57D,(2015 GD57)
42.95289,0.01631,2.62567,22.70232,225.15427,326.77085,42.37047,8.1,0,2.2093,0.1737,0.389,1.8777,o5p083,x,bK15G57E,(2015 GE57)
46.67941,0.16143,0.8104,13.63179,262.61517,313.0454,42.30176,8.3,0,1.7088,0.2842,0.0324,1.7239,o5p096,x,bK15G57F,(2015 GF57)
44.0427,0.06242,1.18574,170.90678,195.63743,208.1934,46.50118,7.6,0,2.0531,0.1307,0.1371,1.77,o5p133,x,bK15G57G,(2015 GG57)
42.84424,0.02018,1.35473,137.4304,231.99945,204.0284,43.63682,8.4,0,1.7687,0.1648,0.4654,1.9102,o5p108,x,bK15G57H,(2015 GH57)
43.32663,0.03122,1.32779,82.06411,33.17671,94.06987,43.46449,7.5,0,0.5301,0.1757,0.2884,1.8346,o5p102,x,bK15G57J,(2015 GJ57)
44.03233,0.09476,2.38011,54.89492,152.34203,5.82073,39.88606,8.8,0,1.1637,0.3568,0.214,1.8026,o5p044,x,bK15G57K,(2015 GK57)
43.11273,0.0149,1.24669,59.66868,114.08094,38.66228,42.61506,7.9,0,0.8331,0.1009,0.3483,1.8602,o5p086,x,bK15G57L,(2015 GL57)
44.03885,0.06884,3.22247,49.87984,231.8746,298.7103,42.75093,8.4,0,2.0461,0.2052,0.1498,1.7754,o5p094,x,bK15G57M,(2015 GM57)
44.93631,0.04535,1.17455,84.60696,110.91993,16.56059,42.99119,8.2,0,0.5483,0.0888,-0.0262,1.7004,o5p091,x,bK15G57N,(2015 GN57)
43.18876,0.03741,1.09504,145.9072,224.3637,204.7407,44.6661,7.4,0,1.7735,0.1682,0.3529,1.8621,o5p119,x,bK15G57O,(2015 GO57)
45.27675,0.17028,4.45589,32.57067,216.05111,336.94574,38.44259,9.0,0,3.5904,0.6921,0.2147,1.8019,o5p040,x,bK15G57P,(2015 GP57)
44.99795,0.10863,0.92091,118.00685,140.42949,324.58127,41.21902,8.4,0,1.0519,0.3275,0.0661,1.7393,o5p071,x,bK15G57Q,(2015 GQ57)
43.95493,0.05607,1.68621,52.92716,44.91776,110.39602,44.93163,7.6,0,0.963,0.0882,0.1563,1.7781,o5p117,x,bK15G57R,(2015 GR57)
43.98827,0.04374,1.82959,90.02817,278.07099,201.62238,45.78771,7.7,0,0.1485,0.1702,0.1347,1.769,o5p131,x,bK15G57S,(2015 GS57)
43.92072,0.06732,2.28582,92.05495,68.82415,43.27012,41.86859,8.4,0,0.5634,0.1324,0.2004,1.7968,o5p069,x,bK15G57T,(2015 GT57)
44.12768,0.07948,2.37976,71.14193,121.71801,14.93397,40.7598,7.8,0,0.7536,0.1864,0.1766,1.7866,o5p056,x,bK15G57U,(2015 GU57)
42.96516,0.04803,2.29483,73.9814,65.27118,65.48833,42.19351,8.5,0,0.3345,0.4594,0.4718,1.9128,o5p075,x,bK15G57V,(2015 GV57)
44.92561,0.0498,3.83299,147.86322,148.15967,278.14301,44.71888,8.1,0,3.2199,0.0871,-0.0444,1.6928,o5p124,x,bK15G57W,(2015 GW57)
45.6317,0.18064,14.3648,188.04528,317.04069,47.79115,41.07172,8.6,0,14.553,0.5199,-0.139,1.6531,o5p047,x,bK15G57X,(2015 GX57)
43.88748,0.07182,2.31121,101.92226,347.491,112.34734,45.27135,8.3,0,0.8102,0.172,0.1804,1.7885,o5p120,x,bK15G57Y,(2015 GY57)
44.24027,0.06467,3.69942,60.79753,218.64868,297.50537,43.07097,8.2,0,2.272,0.1758,0.083,1.747,o5p105,x,bK15G57Z,(2015 GZ57)
41.85377,0.1472,17.41564,28.30874,217.34319,335.65284,36.43194,7.4,0,16.5276,0.7314,0.132,1.7706,o5p029,x,bK15G58A,(2015 GA58)
43.98566,0.10952,4.42938,49.71336,174.39924,350.64238,39.24885,8.3,0,3.0857,0.3625,0.2119,1.8018,o5p041,x,bK15G58B,(2015 GB58)
44.11606,0.02524,2.92944,93.87398,349.20585,123.86654,44.75547,7.7,0,1.2113,0.1063,0.0696,1.7414,o5p118,x,bK15G58C,(2015 GC58)
43.58232,0.08083,3.2588,86.7147,178.87651,312.14737,41.38823,7.7,0,1.4294,0.239,0.2695,1.8265,o5p074,x,bK15G58D,(2015 GD58)
42.78894,0.03038,3.54527,79.01564,218.74871,275.63638,42.70052,8.4,0,1.5908,0.1489,0.4533,1.9051,o5p089,x,bK15G58E,(2015 GE58)
43.95318,0.08228,3.12734,83.63883,143.70011,346.55329,40.4541,7.4,0,1.3222,0.3173,0.1951,1.7946,o5p055,x,bK15G58F,(2015 GF58)
44.16525,0.06567,1.9753,85.85223,291.34333,194.36816,46.9854,8.0,0,0.1997,0.2181,0.1386,1.7705,o5p136,x,bK15G58G,(2015 GG58)
43.5012,0.02911,2.18855,82.98411,126.34722,2.14331,42.2357,7.6,0,0.3662,0.1055,0.2265,1.8082,o5p081,x,bK15G58H,(2015 GH58)
45.31531,0.11907,3.56286,58.7154,218.26525,306.50848,42.5655,8.3,0,2.2647,0.2939,0.0151,1.7176,o5p100,x,bK15G58J,(2015 GJ58)
44.08839,0.09222,5.5759,185.67856,270.7974,104.98225,45.47564,7.9,0,6.1829,0.2606,0.1754,1.7861,o5p122,x,bK15G58K,(2015 GK58)
44.36877,0.05912,1.97698,134.5062,105.50153,335.43849,42.01231,7.8,0,1.5064,0.1105,0.0825,1.7466,o5p080,x,bK15G58L,(2015 GL58)
43.77517,0.05467,2.82979,92.41592,195.88999,288.69649,43.12831,7.79,0,1.0822,0.1099,0.1721,1.785,o5p106,x,bK15G58M,(2015 GM58)
46.06517,0.10494,3.06099,122.49666,262.38501,185.27165,50.88271,7.3,0,1.8079,0.1894,-0.079,1.6775,o5p144,x,bK15G58N,(2015 GN58)
44.27215,0.04462,4.26375,160.30202,342.43509,64.15752,43.48459,8.1,0,4.0636,0.1209,0.0389,1.7283,o5p101,x,bK15G58O,(2015 GO58)
44.0371,0.07217,2.61363,61.07409,327.13911,183.19399,47.21114,7.1,0,1.2231,0.1203,0.1529,1.7767,o5p138,x,bK15G58P,(2015 GP58)
45.6447,0.12714,2.08198,108.67142,245.91282,224.89512,50.07747,7.6,0,0.7477,0.3412,0.04,1.7278,o5p143,x,bK15G58Q,(2015 GQ58)
44.00753,0.08116,2.33993,88.47339,129.08138,356.5728,40.44324,8.8,0,0.5586,0.2965,0.2068,1.7995,o5p053,x,bK15G58R,(2015 GR58)
43.26575,0.06458,1.50871,96.62223,221.18906,261.74903,43.84058,8.3,0,0.6861,0.3418,0.3961,1.8804,o5p114,x,bK15G58S,(2015 GS58)
43.87707,0.06847,2.18777,120.36629,140.81658,317.45135,41.76542,7.3,0,1.3038,0.1774,0.1945,1.7944,o5p078,x,bK15G58T,(2015 GT58)
44.26657,0.07908,2.75109,83.17932,263.99605,230.92808,46.62764,6.8,0,0.9722,0.137,0.1507,1.7755,o5p134,x,bK15G58U,(2015 GU58)
42.96229,0.01803,2.11665,82.00166,249.37566,243.21573,43.32233,8.4,0,0.2383,0.147,0.3994,1.882,o5p104,x,bK15G58V,(2015 GV58)
45.38974,0.12714,12.25607,36.06478,262.32949,287.29125,44.37574,7.9,0,11.4769,0.2208,-0.1331,1.6554,o5p126,x,bK15G58W,(2015 GW58)
43.72606,0.07287,3.91082,77.13977,173.64615,326.87863,41.13342,8.0,0,2.1274,0.2341,0.1958,1.7951,o5p067,x,bK15G58X,(2015 GX58)
44.52965,0.06498,2.91419,141.56504,7.48304,57.3242,43.10768,8.3,95,2.3156,0.1641,0.0312,1.7249,o5p087,x,bK15G58Y,(2015 GY58)
42.75968,0.06109,5.0194,43.94093,184.63458,347.66817,40.21566,8.2,0,3.5156,0.3622,0.4692,1.912,o5p050,x,bK15G58Z,(2015 GZ58)
44.3505,0.10175,4.03064,55.77446,197.93568,328.05089,40.6684,8.8,0,2.662,0.2963,0.118,1.7618,o5p062,x,bK15G59A,(2015 GA59)
42.89003,0.07584,4.57012,56.29446,175.60612,345.60191,39.75668,8.4,0,2.7883,0.3611,0.4813,1.917,o5p045,x,bK15G59B,(2015 GB59)
43.393,0.03371,1.97693,136.87996,184.33836,256.34472,43.78434,8.4,0,1.7663,0.1956,0.2593,1.8222,o5p110,x,bK15G59C,(2015 GC59)
44.69474,0.08847,3.19383,59.88836,348.47366,161.24717,48.471,7.3,0,1.8795,0.1592,0.0345,1.7262,o5p142,x,bK15G59D,(2015 GD59)
43.17206,0.03185,12.58006,197.27827,281.20358,92.14239,43.26707,8.0,0,13.1828,0.1143,-0.0072,1.7099,o5p093,x,bK15G59E,(2015 GE59)
42.9977,0.0701,2.46843,73.03338,169.05784,336.61604,40.26801,8.0,0,0.4998,0.312,0.4867,1.9191,o5p052,x,bK15G59F,(2015 GF59)
46.78861,0.16363,7.55423,45.38748,86.55788,62.8117,44.38638,8.4,0,6.5393,0.4522,-0.0845,1.6749,o5p107,x,bK15G59G,(2015 GG59)
43.35499,0.04593,5.25937,58.06532,226.07467,293.99818,42.62354,8.4,0,3.6864,0.2561,0.2251,1.8078,o5p090,x,bK15G59H,(2015 GH59)
45.08651,0.04427,4.32828,164.10892,167.06212,246.26049,45.96201,8.1,0,4.119,0.085,-0.0738,1.6803,o5p132,x,bK15G59J,(2015 GJ59)
43.14662,0.04244,1.82199,48.5803,163.76612,1.14054,41.31595,7.0,0,0.9815,0.2915,0.3602,1.8653,o5p064PD,x,bK15HJ6Z,(2015 HZ196)
47.43857,0.25544,10.30374,186.71378,331.08865,57.27043,43.51713,8.3,-1,-,-,-,-,o5m60,x,bK15KG7L,(2015 KL167)
39.37852,0.13409,17.07236,74.51786,94.75158,57.9187,37.13652,8.6,32,14.5214,619.4437,1.3442,2.2914,o5m28,x,bK15KH3C,(2015 KC173)
39.46806,0.25039,7.03932,153.97404,134.07562,335.93029,31.04948,9.8,32,5.4672,6.4297,-1.2438,1.0721,o5m16,x,bK15KH3D,(2015 KD173)
39.35728,0.25426,8.11708,109.89193,250.52507,270.04213,41.7931,8.0,32,6.7036,7.566,-1.3592,1.0775,o5m67,x,bK15KH3E,(2015 KE173)
39.36342,0.25724,15.33519,80.6068,156.55665,7.46345,29.39228,8.5,32,15.6882,172.1029,-2.9808,0.431,o5m05,x,bK15KH3F,(2015 KF173)
39.46778,0.2817,7.14678,171.60166,99.58327,349.88656,28.68114,9.6,32,5.8146,3.9772,-1.2557,1.0906,o5m08,x,bK15KH3G,(2015 KG173)
39.51371,0.28681,9.70795,193.71189,9.86568,27.17926,30.47353,10.0,32,8.6362,3.7686,-1.4715,1.0493,o5m06,x,bK15KH3H,(2015 KH173)
39.43509,0.3265,10.38013,106.11247,77.39033,36.14192,31.2621,9.9,32,9.0498,3.5001,-1.661,1.0052,o5m07,x,bK15KH3L,(2015 KL173)
39.47229,0.2279,8.26385,191.70493,312.65607,73.01178,38.85078,8.7,32,7.1881,66.3241,-1.4412,1.0502,o5m33,x,bK15KH3M,(2015 KM173)
39.55943,0.19325,7.98267,94.07342,147.45373,4.34249,31.94809,8.3,32,7.0738,3.201,-1.6589,0.9734,o5m14,x,bK15KH3N,(2015 KN173)
39.46686,0.19416,13.04681,79.40296,143.9015,16.54701,32.28593,8.8,32,13.9994,464.6385,-3.5866,0.1692,o5m13,x,bK15KH3O,(2015 KO173)
39.32412,0.22292,7.33094,103.51806,94.35698,33.87716,32.86189,9.2,32,6.0661,52.1021,-1.3338,1.0736,o5m12,x,bK15KH3P,(2015 KP173)
39.35153,0.25738,38.55628,63.71783,236.04809,328.99058,31.66217,8.9,32,37.2944,3.7499,-0.3203,1.5801,o5m21,x,bK15KH3Q,(2015 KQ173)
39.34837,0.18282,31.15106,221.97957,339.96988,31.81309,33.70328,9.8,32,32.1357,1.8685,-0.1865,1.6375,o5m19,x,bK15KH3S,(2015 KS173)
39.60017,0.24611,6.68732,119.56747,169.37899,334.22576,31.47981,9.3,32,5.2821,27.3403,-1.1114,1.009,o5m18,x,bK15KH3T,(2015 KT173)
39.41848,0.21274,14.02905,80.88485,189.42067,345.46615,31.46016,8.3,32,14.4127,647.7701,-3.0007,0.4189,o5m15,x,bK15KH3U,(2015 KU173)
39.53754,0.17446,6.7357,170.17964,38.22527,28.21172,33.80362,9.0,32,4.99,3.9807,-1.65,0.9757,o5m22,x,bK15KH3V,(2015 KV173)
39.42563,0.19863,19.5423,73.64874,111.48853,43.3241,34.6403,9.5,32,17.3153,472.094,0.8377,2.0765,o5m25,x,bK15KH3W,(2015 KW173)
43.66972,0.12233,13.65923,80.71176,53.99644,91.29796,44.43486,7.6,74,11.9772,3.3089,-0.0085,1.7092,o5m70,x,bK15KH4A,(2015 KA174)
43.63831,0.06816,5.98048,153.51699,257.38824,193.29249,46.54288,8.1,74,5.6125,0.5722,0.1912,1.7932,o5m78,x,bK15KH4B,(2015 KB174)
42.37147,0.09763,10.56213,195.81459,313.45106,83.47932,42.30449,8.03,53,11.6024,2.3436,0.4151,1.8896,o5m58,x,bK15KH4J,(2015 KJ174)
42.29923,0.23843,9.61998,111.2786,349.85668,114.50642,48.1721,8.3,53,10.1004,14.3547,-5.9248,-0.8387,o5m79,x,bK15KH4K,(2015 KK174)
42.35342,0.14264,20.10004,216.19046,353.07014,26.66059,37.16685,8.9,53,21.0753,0.7651,-0.0791,1.6806,o5m29,x,bK15KH4L,(2015 KL174)
42.24149,0.21166,14.41943,79.17549,81.43741,60.66374,39.50995,8.3,53,12.2528,5.0505,0.8068,2.0584,o5m36,x,bK15KH4M,(2015 KM174)
45.68155,0.19552,11.17397,95.92247,67.17117,57.60821,42.33493,8.1,158,9.4663,0.8489,0.0235,1.7214,o5m54,x,bK15KH4N,(2015 KN174)
43.33517,0.07209,8.7721,174.46725,121.80705,311.53241,41.39931,7.0,0,8.9378,0.2328,0.1577,1.7794,o5m59,x,bK15KH5A,(2015 KA175)
42.13133,0.10697,9.35512,108.22256,139.04482,356.35066,37.63594,7.11,0,7.7773,234.442,0.7543,2.0342,o5m34,x,bK15KH5B,(2015 KB175)
46.22368,0.20965,29.79226,66.49868,264.09328,292.80311,44.37256,8.2,0,28.5262,0.4629,-0.366,1.5572,o5m76,x,bK15KH5C,(2015 KC175)
46.00526,0.18562,26.23595,219.48187,58.24506,337.95448,38.38642,8.8,0,27.0111,0.3861,-0.3373,1.5694,o5m42,x,bK15KH5D,(2015 KD175)
