spkid,Name,e,a,q,i,om,w,ma,n,tp,per_y,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma
20136108,136108,0.1970,42.96,34.496,28.21,121.83,240.97,221.57,0.0035,2500350.28,282,1.3e-06,4.2e-05,6.5e-05,1.2e-06,1.9e-05,8.0e-04,1.2e-03
20136120,136120,0.4750,61.71,32.396,20.14,238.45,341.85,21.45,0.002033,2450252.68,485,5.4e-04,7.1e-02,4.0e-03,4.4e-04,2.1e-04,1.6e-02,4.1e-02
20136199,136199,0.4357,68.05,38.403,43.82,36.05,150.71,211.03,0.001756,2545647.76,561,3.8e-06,2.8e-04,1.6e-04,3.2e-05,1.5e-05,2.4e-03,5.4e-03
20136472,136472,0.1619,45.45,38.089,29.03,79.26,296.95,168.83,0.003217,2408316.48,306,1.4e-06,5.4e-05,9.4e-05,1.5e-06,1.4e-05,1.2e-03,1.7e-03
20137294,137294,0.1035,45.08,40.414,1.35,149.24,115.32,83.89,0.003257,2435042.14,303,3.8e-05,6.6e-03,4.7e-03,1.8e-04,2.4e-03,5.9e-02,6.2e-02
20137295,137295,0.2987,48.02,33.679,12.68,175.70,209.40,11.54,0.002961,2456902.48,333,1.5e-05,1.2e-03,1.2e-04,2.9e-05,7.7e-05,5.6e-04,4.0e-04
20138537,138537,0.1433,46.74,40.043,4.88,4.38,0.25,1.88,0.003084,2460189.88,320,1.8e-05,1.2e-03,2.2e-04,3.9e-05,9.6e-05,2.3e-03,1.6e-03
20138628,138628,0.2666,44.99,32.998,15.70,355.60,315.01,55.27,0.003266,2443876.40,302,1.3e-04,1.3e-02,3.7e-03,3.1e-04,2.1e-04,3.0e-02,3.8e-02
20139775,139775,0.1981,39.66,31.806,6.49,162.52,210.46,19.96,0.003946,2455741.21,250,1.2e-05,7.1e-04,1.0e-04,1.6e-05,1.3e-04,7.5e-04,9.1e-04
20143685,143685,0.2407,36.76,27.915,5.90,177.60,198.77,22.04,0.004422,2455815.21,223,1.1e-05,6.3e-04,8.2e-05,2.4e-05,1.4e-04,6.8e-04,8.8e-04
20143707,143707,0.4213,56.21,32.533,7.52,265.25,113.02,17.34,0.002339,2453383.59,421,1.0e-05,1.2e-03,9.9e-05,1.4e-05,8.7e-05,5.1e-04,7.0e-04
20143751,143751,0.2578,42.56,31.588,7.64,29.17,348.09,26.64,0.00355,2453296.93,278,4.1e-04,2.8e-02,3.1e-03,3.8e-04,6.6e-04,1.7e-02,3.1e-02
20143991,143991,0.1412,44.91,38.562,19.35,66.83,63.31,336.51,0.003275,2467971.08,301,1.8e-04,1.7e-02,8.3e-03,3.3e-04,1.8e-04,9.7e-02,8.1e-02
20144897,144897,0.0388,39.26,37.737,9.53,147.98,161.53,99.05,0.004006,2436077.13,246,1.2e-06,2.2e-05,4.5e-05,6.5e-07,1.5e-05,6.2e-04,6.7e-04
20145451,145451,0.6197,92.41,35.147,28.70,84.63,318.67,8.23,0.001109,2453386.23,888,1.4e-05,3.6e-03,1.1e-04,2.2e-05,1.5e-05,3.5e-04,5.3e-04
20145452,145452,0.0253,41.61,40.562,19.25,187.01,178.16,347.83,0.003671,2464115.18,268,4.7e-07,1.6e-05,1.8e-05,2.2e-06,3.1e-06,2.2e-03,2.1e-03
20145453,145453,0.1418,43.54,37.372,28.44,85.87,281.80,52.97,0.00343,2445357.17,287,1.1e-06,2.6e-05,4.0e-05,1.9e-06,1.7e-06,3.7e-04,2.3e-04
20145474,145474,0.6502,94.57,33.080,16.27,170.33,276.89,355.48,0.001072,2465017.67,920,1.6e-05,4.9e-03,2.1e-04,1.5e-05,7.5e-05,8.3e-04,4.7e-04
20145480,145480,0.3929,76.15,46.228,26.46,180.46,172.02,4.35,0.001483,2457870.04,665,1.4e-05,2.0e-03,1.5e-04,2.5e-05,9.2e-06,8.1e-04,3.4e-04
20148112,148112,0.0371,44.17,42.528,0.79,192.00,93.58,94.70,0.003358,2432597.44,294,1.5e-04,1.5e-02,1.1e-02,3.0e-04,4.6e-03,3.5e-01,3.7e-01
20148209,148209,0.8064,227.6,44.065,22.72,128.23,316.78,6.28,0.0002871,2438908.84,3.43e+03,5.7e-04,6.8e-01,5.3e-03,5.8e-04,3.0e-04,1.2e-02,2.9e-02
20148780,148780,0.0573,44.55,42.004,5.20,1.84,304.64,128.57,0.003314,2422005.84,297,4.9e-05,8.6e-03,9.6e-03,1.5e-04,2.4e-03,1.5e-01,1.6e-01
20149348,149348,0.1239,45.42,39.786,2.98,275.58,92.01,64.64,0.00322,2440727.47,306,2.5e-04,2.2e-02,8.4e-03,5.0e-04,7.0e-03,1.2e-01,1.4e-01
20149349,149349,0.2452,42.67,32.203,7.05,224.45,253.54,326.92,0.003537,2470153.88,279,2.5e-05,2.9e-03,1.2e-03,8.3e-05,8.5e-05,9.3e-03,8.2e-03
20149560,149560,0.4752,41.6,21.830,34.83,130.91,137.64,45.41,0.003674,2448439.37,268,1.7e-04,1.7e-02,2.1e-03,2.7e-04,1.6e-04,1.6e-02,3.2e-02
20150642,150642,0.1192,45.21,39.824,10.21,136.19,45.92,349.47,0.003242,2464047.17,304,1.7e-05,1.2e-03,3.1e-04,4.1e-05,7.9e-05,4.7e-03,4.0e-03
20160091,160091,0.1071,45.25,40.404,1.99,322.77,314.93,77.38,0.003238,2436904.23,304,5.8e-05,8.0e-03,5.1e-03,2.0e-04,3.8e-03,6.5e-02,6.9e-02
20160147,160147,0.0838,43.47,39.831,2.65,326.76,286.34,356.37,0.003439,2461856.01,287,3.4e-04,1.8e-02,7.5e-03,2.7e-04,1.7e-02,1.9e-01,1.5e-01
20160148,160148,0.5018,68.96,34.352,15.34,39.68,229.08,359.14,0.001721,2461297.50,573,6.7e-04,1.1e-01,1.6e-02,9.6e-04,2.8e-04,7.4e-02,2.0e-02
20160256,160256,0.0613,43.16,40.512,4.91,103.66,33.75,241.79,0.003476,2494803.72,284,1.0e-04,7.4e-03,1.1e-02,7.0e-05,3.2e-03,8.9e-02,8.7e-02
20168700,168700,0.2277,39.15,30.236,4.99,154.74,49.04,32.45,0.004023,2452734.71,245,2.3e-04,1.4e-02,2.0e-03,2.0e-04,2.8e-03,1.7e-02,2.7e-02
20168703,168703,0.0709,39.59,36.788,4.92,23.41,220.19,3.76,0.003956,2459849.42,249,1.3e-05,7.3e-04,1.7e-04,3.0e-05,2.0e-04,4.0e-03,3.4e-03
20169071,169071,0.1876,39.08,31.749,5.65,287.46,336.41,351.28,0.004034,2462960.90,244,4.1e-04,2.9e-02,7.9e-03,1.0e-04,4.3e-03,9.4e-02,7.1e-02
20174567,174567,0.1437,45.55,39.001,21.52,184.17,184.88,276.06,0.003206,2486981.85,307,3.0e-06,4.7e-05,1.1e-04,1.4e-06,1.4e-05,4.5e-04,7.9e-04
20175113,175113,0.0657,39.03,36.465,13.36,84.75,81.94,181.72,0.004042,2504906.08,244,8.5e-07,4.2e-05,7.0e-05,1.9e-06,2.7e-05,2.3e-03,2.6e-03
20181708,181708,0.0439,43.52,41.611,7.76,187.96,41.89,1.16,0.003433,2460462.45,287,2.1e-05,1.3e-03,3.4e-04,5.4e-05,2.5e-04,1.1e-02,1.0e-02
20181855,181855,0.1895,46.39,37.597,28.64,41.51,41.53,3.66,0.00312,2459625.85,316,1.9e-04,1.4e-02,2.6e-03,2.3e-04,1.4e-04,2.4e-02,1.5e-02
20181867,181867,0.2933,52.97,37.436,5.47,305.55,147.95,40.29,0.002556,2445040.07,386,1.8e-04,1.8e-02,3.2e-03,2.3e-04,8.4e-04,2.1e-02,3.1e-02
20181868,181868,0.2911,49.58,35.146,16.66,304.21,255.62,340.32,0.002823,2467772.56,349,1.5e-04,1.7e-02,4.5e-03,2.5e-04,2.9e-04,3.1e-02,2.5e-02
20181871,181871,0.0881,43.77,39.916,0.80,277.88,160.40,69.76,0.003403,2440302.92,290,1.1e-04,1.1e-02,5.5e-03,2.2e-04,1.4e-02,9.9e-02,1.0e-01
20181874,181874,0.2566,52.47,39.004,17.23,198.49,323.06,50.77,0.002593,2441222.27,380,2.6e-04,2.8e-02,7.3e-03,2.9e-04,3.4e-04,5.2e-02,6.8e-02
20181902,181902,0.6974,124.7,37.722,25.88,210.26,138.71,9.34,0.0007081,2447616.06,1.39e+03,2.6e-04,1.2e-01,2.8e-03,2.1e-04,1.2e-04,8.6e-03,1.4e-02
20182222,182222,0.0986,43.94,39.604,6.10,207.73,310.80,298.15,0.003384,2479075.63,291,4.6e-05,1.2e-02,1.1e-02,2.6e-04,1.8e-03,1.2e-01,1.1e-01
20182223,182223,0.3873,59.04,36.177,19.84,227.52,147.19,37.05,0.002172,2443745.77,454,2.2e-04,2.7e-02,3.9e-03,4.1e-04,3.9e-04,2.1e-02,3.4e-02
20182294,182294,0.1580,44.74,37.675,10.67,45.07,205.10,5.03,0.003293,2459274.21,299,2.6e-04,1.8e-02,7.9e-03,7.7e-04,3.7e-04,1.4e-01,1.0e-01
20182397,182397,0.2313,51.69,39.733,17.05,141.05,108.87,74.80,0.002652,2432595.08,372,1.1e-04,2.3e-02,1.3e-02,3.6e-04,3.3e-04,7.5e-02,8.7e-02
20182926,182926,0.1438,45.64,39.075,2.20,55.38,190.51,319.30,0.003197,2473532.03,308,1.4e-04,2.2e-02,1.4e-02,1.8e-04,1.0e-02,1.3e-01,1.2e-01
20182933,182933,0.2363,50.14,38.294,1.05,117.26,164.93,344.87,0.002776,2466249.90,355,3.6e-04,2.2e-02,1.1e-02,2.4e-04,3.8e-02,7.7e-02,3.9e-02
20182934,182934,0.1106,44.04,39.165,11.65,244.84,251.71,96.65,0.003373,2432144.59,292,7.3e-05,2.0e-02,1.5e-02,3.1e-04,7.0e-04,1.8e-01,2.0e-01
20183595,183595,0.1069,44.88,40.081,1.65,276.83,231.62,315.62,0.003278,2474337.31,301,1.4e-04,2.6e-02,1.9e-02,4.6e-04,7.4e-03,2.3e-01,2.0e-01
20183963,183963,0.0989,44.24,39.865,2.44,103.09,131.17,329.17,0.003349,2470005.42,294,1.5e-04,1.5e-02,7.7e-03,1.1e-04,7.9e-03,1.2e-01,1.1e-01
20183964,183964,0.3834,53.05,32.711,11.30,101.52,56.00,8.82,0.002551,2457343.15,386,2.8e-04,2.8e-02,2.3e-03,2.3e-04,9.7e-04,1.3e-02,3.9e-03
20184212,184212,0.6770,109.6,35.389,15.43,356.79,4.10,4.22,0.0008593,2455886.96,1.15e+03,1.1e-04,3.8e-02,7.2e-04,1.2e-04,1.1e-04,3.1e-03,2.3e-03
20184314,184314,0.1356,44.91,38.824,5.77,0.43,270.26,325.89,0.003274,2471216.56,301,1.4e-04,2.0e-02,1.5e-02,5.3e-04,2.1e-03,1.5e-01,1.2e-01
20202421,202421,0.1441,43.58,37.297,25.72,307.86,219.33,238.30,0.003426,2496320.10,288,1.9e-06,3.6e-05,7.2e-05,1.4e-06,1.3e-05,9.8e-04,1.4e-03
20208996,208996,0.1751,39.59,32.654,13.54,251.86,14.80,241.57,0.003957,2490726.29,249,1.0e-06,2.3e-05,3.7e-05,1.8e-06,9.6e-06,4.4e-04,6.5e-04
20225088,225088,0.5020,66.94,33.340,30.82,336.84,206.71,111.03,0.001799,2399094.84,548,2.3e-05,2.6e-03,1.2e-03,1.2e-04,1.9e-05,4.7e-03,1.2e-02
20229762,229762,0.4959,74.58,37.600,23.34,131.22,345.86,348.47,0.00153,2468338.02,644,1.1e-05,1.9e-03,2.1e-04,1.1e-05,5.2e-05,8.5e-04,6.4e-04
20230965,230965,0.2530,47.48,35.468,38.09,328.67,132.07,6.99,0.003012,2458480.17,327,9.2e-06,7.0e-04,8.4e-05,1.4e-05,2.6e-05,6.7e-04,4.1e-04
20241097,241097,0.7758,40.15,9.001,15.68,187.13,348.16,26.59,0.003874,2453936.20,254,2.3e-05,4.2e-03,2.3e-05,4.1e-05,7.0e-05,1.4e-04,4.1e-03
20275809,275809,0.0803,43.87,40.346,1.55,108.77,126.14,93.89,0.003392,2433122.97,291,6.4e-06,9.3e-04,8.1e-04,4.1e-05,1.2e-03,1.1e-02,1.2e-02
20278361,278361,0.1550,47.71,40.312,12.09,272.50,8.67,346.56,0.002991,2465294.02,330,1.7e-05,1.3e-03,3.0e-04,4.8e-05,9.3e-05,3.6e-03,2.9e-03
20303712,303712,0.1023,44.29,39.760,1.34,339.20,312.88,59.94,0.003343,2442874.08,295,1.4e-05,1.1e-03,6.5e-04,6.1e-05,5.2e-04,9.4e-03,9.4e-03
20303775,303775,0.6708,112.7,37.090,14.01,78.54,224.38,16.16,0.0008242,2441188.66,1.2e+03,1.5e-05,6.0e-03,3.4e-04,1.7e-05,1.3e-04,1.0e-03,1.4e-03
20305543,305543,0.4112,62.53,36.816,25.11,43.26,332.21,1.09,0.001993,2460251.83,494,1.5e-05,1.8e-03,1.4e-04,2.0e-05,3.3e-05,7.4e-04,2.6e-04
20306792,306792,0.1543,39.36,33.289,15.65,248.57,65.62,338.37,0.003991,2466220.84,247,1.5e-04,7.2e-03,6.7e-03,7.7e-04,1.7e-04,5.7e-02,3.9e-02
20307251,307251,0.2005,46.45,37.141,9.78,59.91,121.58,60.39,0.003113,2441401.79,317,5.2e-05,6.0e-03,2.7e-03,1.6e-04,1.5e-04,2.3e-02,2.5e-02
20307261,307261,0.1487,41.62,35.432,17.71,216.22,214.84,229.57,0.003671,2496333.88,269,1.6e-06,2.9e-05,5.9e-05,2.3e-06,1.6e-05,1.0e-03,1.4e-03
20307463,307463,0.2086,39.41,31.185,1.36,267.87,278.99,287.25,0.003984,2479059.91,247,2.0e-05,1.2e-03,1.3e-03,1.1e-04,1.2e-03,6.4e-03,6.7e-03
20307616,307616,0.0798,44.03,40.519,10.34,17.76,83.70,293.01,0.003373,2480657.86,292,5.0e-06,6.5e-04,5.5e-04,2.9e-05,1.6e-05,7.8e-03,7.7e-03
20307982,307982,0.5966,90.39,36.463,16.26,230.56,75.93,9.16,0.001147,2452814.29,859,1.2e-05,3.1e-03,1.1e-04,5.9e-06,6.4e-05,4.0e-04,5.2e-04
20308193,308193,0.1414,43.37,37.237,28.60,112.73,90.74,330.48,0.003451,2469354.12,286,9.9e-06,8.3e-04,3.3e-04,2.5e-05,4.3e-05,4.1e-03,3.8e-03
20308379,308379,0.1983,48.1,38.561,9.98,46.46,268.85,59.85,0.002954,2440541.97,334,7.9e-06,8.5e-04,3.8e-04,2.8e-05,6.0e-05,3.0e-03,3.3e-03
20308460,308460,0.0712,35.06,32.559,1.52,27.54,47.98,326.67,0.004748,2467818.96,208,7.8e-06,5.9e-04,3.3e-04,3.9e-05,2.7e-04,8.6e-03,8.0e-03
20308634,308634,0.1067,43.5,38.855,7.85,318.39,102.73,85.88,0.003436,2435803.23,287,1.4e-05,1.5e-03,1.2e-03,7.2e-05,8.2e-05,1.4e-02,1.5e-02
20308933,308933,0.9725,880.8,24.234,19.45,197.37,122.70,0.26,3.77e-05,2453976.27,2.61e+04,1.8e-05,5.8e-01,8.9e-05,2.4e-05,3.0e-05,3.0e-04,2.5e-04
20309239,309239,0.2978,30.36,21.321,36.07,187.00,96.92,86.08,0.005891,2446187.43,167,2.0e-06,2.9e-04,1.6e-04,1.9e-05,1.3e-05,1.3e-03,1.7e-03
20312645,312645,0.3026,47.35,33.024,18.92,205.04,351.66,11.40,0.003025,2457032.66,326,1.1e-05,8.8e-04,8.9e-05,1.9e-05,9.1e-06,4.5e-04,3.6e-04
20315530,315530,0.1426,41.95,35.964,27.43,14.84,58.75,57.69,0.003628,2444900.36,272,8.2e-06,6.2e-04,2.7e-04,1.6e-05,5.6e-05,3.3e-03,3.5e-03
20316179,316179,0.3144,30.63,20.997,19.27,234.28,224.98,63.79,0.005815,2449831.65,169,4.3e-06,3.2e-04,9.5e-05,1.3e-05,6.0e-05,9.9e-04,1.4e-03
20336756,336756,0.9687,302.7,9.463,140.81,136.29,133.19,0.98,0.0001871,2455542.17,5.27e+03,9.9e-06,9.6e-02,1.8e-05,2.0e-05,1.2e-05,1.7e-04,4.7e-04
20341520,341520,0.2711,39.6,28.866,11.27,196.65,205.98,11.21,0.003955,2457967.33,249,1.0e-05,6.5e-04,7.3e-05,1.4e-05,4.0e-05,3.8e-04,3.7e-04
20353222,353222,0.8931,125.1,13.369,30.77,126.00,326.83,2.92,0.0007046,2456657.60,1.4e+03,1.4e-05,1.7e-02,3.0e-05,2.7e-05,2.6e-05,1.8e-04,6.0e-04
20363330,363330,0.0489,43.84,41.694,3.07,165.81,310.05,222.69,0.003396,2501236.40,290,1.6e-05,9.9e-04,1.6e-03,6.9e-05,4.9e-04,1.5e-02,1.6e-02
20363401,363401,0.1284,45.35,39.533,2.30,49.69,154.46,47.57,0.003227,2446057.14,305,5.7e-05,4.7e-03,1.6e-03,1.1e-04,8.6e-04,2.3e-02,2.4e-02
20364171,364171,0.0763,44.46,41.072,3.55,36.42,180.25,20.87,0.003324,2454522.88,297,3.4e-05,2.1e-03,4.6e-04,9.5e-05,3.5e-04,1.2e-02,1.1e-02
20385185,385185,0.2007,39.51,31.583,3.71,170.26,190.23,38.95,0.003968,2450983.93,248,1.9e-04,1.2e-02,1.9e-03,1.6e-04,1.3e-03,1.9e-02,3.0e-02
20385191,385191,0.0221,41.51,40.594,12.73,163.75,8.99,207.95,0.003685,2502059.63,267,1.1e-04,5.9e-03,1.0e-02,1.2e-04,2.0e-04,5.7e-02,5.5e-02
20385194,385194,0.0522,43.44,41.169,0.79,336.83,115.31,248.59,0.003443,2493161.15,286,9.3e-05,6.3e-03,9.9e-03,2.0e-04,7.7e-03,8.5e-02,8.1e-02
20385199,385199,0.0484,45.46,43.258,2.15,130.90,218.08,0.41,0.003216,2460671.62,307,1.9e-04,1.3e-02,3.3e-03,2.0e-04,2.0e-03,9.7e-02,8.8e-02
20385201,385201,0.0673,43.42,40.498,12.41,140.70,103.60,150.20,0.003445,2417202.56,286,7.4e-05,5.1e-03,7.7e-03,8.7e-05,8.2e-04,6.1e-02,6.7e-02
20385266,385266,0.0950,42.74,38.675,1.80,291.81,4.05,54.44,0.003528,2445368.90,279,1.2e-04,7.8e-03,2.3e-03,2.1e-04,5.4e-03,4.4e-02,4.9e-02
20385362,385362,0.1464,46.38,39.593,3.71,328.82,132.93,263.78,0.00312,2491635.80,316,1.2e-04,1.5e-02,1.7e-02,4.5e-04,8.3e-04,8.9e-02,8.8e-02
20385363,385363,0.0695,44.96,41.832,3.94,339.84,201.33,169.26,0.00327,2409031.07,301,2.8e-04,1.7e-02,2.9e-02,3.9e-04,9.1e-04,1.1e-01,1.2e-01
20385437,385437,0.0758,43.93,40.600,1.10,116.50,84.11,36.81,0.003385,2449925.34,291,2.7e-05,1.8e-03,5.2e-04,3.8e-05,4.6e-03,1.3e-02,1.2e-02
20385445,385445,0.1479,39.45,33.615,3.67,286.92,265.70,137.34,0.003978,2426276.60,248,8.8e-05,8.0e-03,9.9e-03,3.9e-04,3.6e-03,5.7e-02,6.7e-02
20385446,385446,0.1166,43.91,38.787,2.66,68.59,18.45,289.65,0.003388,2481564.86,291,6.5e-05,1.1e-02,1.0e-02,5.5e-05,8.0e-03,9.0e-02,8.4e-02
20385447,385447,0.0290,43.9,42.624,4.46,114.21,209.28,20.42,0.003389,2454775.49,291,4.5e-04,2.7e-02,6.4e-03,7.5e-04,4.9e-03,7.6e-01,7.0e-01
20385458,385458,0.1746,46.27,38.191,5.08,347.12,95.81,313.71,0.003132,2475582.02,315,6.3e-05,5.3e-03,3.2e-03,2.8e-04,1.1e-03,2.4e-02,2.3e-02
20385527,385527,0.2456,43.89,33.110,3.46,149.05,207.88,348.71,0.00339,2464131.94,291,1.1e-04,8.6e-03,2.0e-03,1.3e-04,6.3e-04,1.8e-02,1.3e-02
20385528,385528,0.3379,56.23,37.230,6.93,285.32,13.34,14.41,0.002337,2454634.51,422,1.8e-04,1.8e-02,1.6e-03,3.9e-04,6.1e-04,8.2e-03,8.5e-03
20385533,385533,0.1116,43.08,38.276,23.88,135.32,115.39,80.28,0.003485,2437765.52,283,2.3e-04,1.4e-02,7.6e-03,6.9e-04,1.3e-04,9.4e-02,1.1e-01
20385571,385571,0.0328,30.34,29.350,1.43,34.79,7.03,8.78,0.005896,2459310.64,167,2.1e-04,1.0e-02,3.9e-03,4.5e-04,9.0e-03,3.1e-01,2.8e-01
20385607,385607,0.3457,62.78,41.075,25.02,144.02,348.76,21.08,0.001981,2450159.43,497,4.0e-04,4.2e-02,4.1e-03,8.9e-04,2.8e-04,4.3e-02,2.6e-02
20385695,385695,0.0568,30.34,28.613,5.25,169.35,299.73,306.94,0.005899,2469795.87,167,3.8e-05,7.1e-03,7.1e-03,3.1e-04,1.6e-03,1.8e-01,1.7e-01
20386723,386723,0.1366,44.61,38.519,29.08,141.62,99.58,191.51,0.003308,2511740.28,298,1.5e-05,8.6e-04,1.4e-03,1.4e-05,1.2e-04,5.8e-03,7.6e-03
20408832,408832,0.0424,44.22,42.348,2.15,162.71,290.93,266.43,0.003352,2488717.00,294,1.5e-04,2.3e-02,2.8e-02,3.7e-04,1.9e-03,4.9e-01,4.8e-01
20413666,413666,0.6776,34.89,11.247,6.98,301.45,245.63,28.60,0.004782,2454819.62,206,1.6e-05,1.8e-03,3.0e-05,1.5e-05,2.2e-04,3.0e-04,2.2e-03
20415720,415720,0.0722,43.35,40.223,7.73,14.26,335.14,53.42,0.003453,2445328.68,285,7.1e-05,5.3e-03,1.9e-03,1.9e-04,4.4e-04,4.7e-02,5.0e-02
20416400,416400,0.1397,44.6,38.369,27.39,204.55,245.98,350.82,0.003309,2463573.09,298,9.9e-06,6.8e-04,1.5e-04,1.7e-05,3.4e-05,2.0e-03,1.7e-03
20418993,418993,0.9709,379.5,11.041,67.94,220.16,128.89,0.60,0.0001333,2456336.00,7.39e+03,3.1e-06,4.1e-02,5.7e-06,9.1e-06,6.5e-06,5.7e-05,9.6e-05
20420356,420356,0.0057,42.83,42.588,1.09,314.17,44.14,146.62,0.003516,2419100.20,280,3.9e-05,2.6e-03,4.1e-03,1.8e-04,6.1e-04,3.6e-01,3.6e-01
20427581,427581,0.0905,34.95,31.789,3.49,120.09,61.54,175.42,0.004769,2424019.68,207,1.3e-04,6.6e-03,1.1e-02,2.4e-04,2.6e-03,4.7e-02,5.5e-02
20427614,427614,0.0530,40.37,38.226,23.87,99.93,59.99,265.30,0.003843,2485441.49,256,1.6e-04,1.5e-02,2.0e-02,1.7e-04,7.7e-04,2.6e-01,2.5e-01
20432949,432949,0.1637,34.78,29.089,28.64,56.41,99.29,48.10,0.004805,2450789.06,205,8.2e-06,4.8e-04,1.3e-04,1.9e-05,2.6e-05,1.9e-03,2.3e-03
20434194,434194,0.0458,42.46,40.514,2.27,84.26,112.70,1.83,0.003562,2460286.31,277,2.7e-04,1.6e-02,3.8e-03,5.7e-05,7.2e-03,9.4e-02,8.5e-02
20434390,434390,0.3208,55.3,37.563,5.13,122.74,14.95,17.50,0.002396,2453499.96,411,2.0e-04,2.0e-02,2.0e-03,2.0e-04,8.6e-04,8.8e-03,1.3e-02
20434709,434709,0.2278,42.17,32.567,17.90,130.38,58.82,350.03,0.003599,2463571.58,274,7.8e-05,6.0e-03,1.3e-03,6.2e-05,1.2e-04,1.3e-02,1.0e-02
20437360,437360,0.6810,114.4,36.480,31.13,181.04,232.27,0.80,0.000806,2459804.97,1.22e+03,2.8e-05,1.1e-02,2.0e-04,2.9e-05,4.9e-05,9.1e-04,1.6e-04
20437871,437871,0.0690,42.32,39.396,21.77,203.36,9.70,18.61,0.003581,2455603.47,275,3.3e-04,2.0e-02,4.1e-03,2.9e-04,1.3e-04,1.0e-01,8.4e-02
20437915,437915,0.1413,44.3,38.043,6.60,22.22,25.22,184.56,0.003342,2513291.61,295,2.9e-04,1.8e-02,2.8e-02,4.5e-04,1.1e-03,1.1e-01,1.5e-01
20438028,438028,0.2785,39.25,28.319,3.14,226.18,300.17,38.88,0.004009,2451102.36,246,1.5e-04,1.0e-02,1.4e-03,1.7e-04,1.8e-03,1.2e-02,2.1e-02
20439858,439858,0.0416,42.74,40.958,3.19,133.08,192.14,24.05,0.003528,2453982.82,279,2.7e-04,1.5e-02,3.3e-03,2.1e-04,1.0e-03,5.0e-02,5.5e-02
20443843,443843,0.1162,46.23,40.856,10.66,205.83,332.47,44.34,0.003136,2446660.01,314,3.6e-05,2.7e-03,7.7e-04,1.1e-04,1.5e-04,1.1e-02,1.2e-02
20444018,444018,0.0420,43.96,42.107,2.83,65.58,116.46,45.37,0.003382,2447385.50,291,9.4e-05,6.4e-03,2.5e-03,2.3e-04,2.8e-03,1.1e-01,1.1e-01
20444025,444025,0.0460,43.77,41.755,3.32,45.30,288.05,263.08,0.003404,2489272.73,290,5.4e-05,4.3e-03,5.6e-03,2.1e-04,6.5e-04,9.6e-02,9.7e-02
20444030,444030,0.1491,43.48,36.999,31.21,241.17,38.68,50.31,0.003437,2446163.63,287,9.0e-06,7.5e-04,2.9e-04,8.7e-06,9.1e-05,3.5e-03,3.7e-03
20444745,444745,0.1820,39.17,32.039,15.10,207.58,123.97,304.85,0.00402,2474518.35,245,4.2e-06,4.9e-04,3.4e-04,1.9e-05,5.8e-05,2.8e-03,2.6e-03
20445473,445473,0.7857,160.3,34.358,4.51,117.43,313.68,359.56,0.0004855,2461711.43,2.03e+03,1.3e-05,1.0e-02,9.9e-05,6.8e-06,1.9e-04,3.6e-04,5.9e-05
20450265,450265,0.2611,39.48,29.171,4.15,10.35,100.35,5.44,0.003973,2459431.19,248,1.4e-05,9.2e-04,1.1e-04,6.0e-06,3.5e-04,8.6e-04,3.2e-04
20451657,451657,0.5173,77.77,37.543,23.67,177.28,293.10,342.49,0.001437,2472988.29,686,2.5e-04,3.0e-02,7.6e-03,4.9e-04,1.1e-03,1.6e-02,1.2e-02
20455171,455171,0.1169,46.03,40.650,2.09,113.83,133.15,86.68,0.003156,2433334.17,312,5.8e-05,1.1e-02,8.3e-03,2.4e-04,4.1e-03,8.5e-02,9.0e-02
20455206,455206,0.1254,46.52,40.684,2.81,154.93,336.89,68.84,0.003107,2438642.12,317,6.4e-05,6.0e-03,3.6e-03,2.3e-04,5.0e-03,3.9e-02,4.1e-02
20455209,455209,0.0862,44.87,41.004,1.71,184.67,341.49,72.78,0.003279,2438605.59,301,2.6e-04,2.1e-02,9.3e-03,2.3e-04,7.5e-03,1.7e-01,1.9e-01
20455502,455502,0.2182,39.46,30.850,12.04,136.10,146.53,120.87,0.003977,2430405.57,248,2.0e-06,3.5e-04,3.2e-04,5.3e-06,1.5e-04,1.9e-03,2.5e-03
20456826,456826,0.2817,39.67,28.494,28.48,96.34,313.46,26.13,0.003945,2454177.56,250,2.0e-04,1.4e-02,1.8e-03,2.5e-04,4.0e-04,1.4e-02,2.0e-02
20468422,468422,0.0254,43.76,42.650,0.76,212.74,3.22,1.42,0.003404,2460383.72,290,1.2e-04,8.1e-03,3.8e-03,2.7e-04,5.4e-03,3.9e-01,3.7e-01
20468861,468861,0.9521,182.6,8.744,125.31,276.05,153.04,0.13,0.0003995,2460482.68,2.47e+03,1.8e-06,6.9e-03,4.4e-06,3.6e-06,6.1e-06,5.2e-05,6.9e-06
20469306,469306,0.1411,43.73,37.565,25.43,118.95,144.44,258.54,0.003408,2490572.81,289,9.7e-06,9.1e-04,1.2e-03,4.4e-05,3.5e-05,5.7e-03,5.5e-03
20469333,469333,0.3405,54.34,35.839,18.43,127.41,147.88,35.70,0.002461,2446293.52,401,1.7e-05,1.9e-03,3.4e-04,3.8e-05,5.1e-05,2.1e-03,2.8e-03
20469361,469361,0.1204,43.01,37.832,17.16,188.20,312.66,65.50,0.003494,2442056.10,282,1.8e-05,1.9e-03,9.6e-04,7.7e-05,8.1e-05,1.3e-02,1.4e-02
