,des,type,p,q,soi,a,e,i,q.1,Name
355,469987, resonant,3,2, S,39.438,0.302,12.45,27.527724,2006 HJ123
356,470027, classical, m,0, S,41.906,0.141,17.172,35.997254,2006 RC103
357,470083, resonant,2,1, S,47.779,0.369,13.591,30.148549,2006 SG369
358,470308, resonant,3,2, S,39.427,0.029,18.156,38.283617,2007 JH43
359,470309, detached,0,0, S,46.15,0.49,44.893,23.5365,2007 JK43
360,470316, detached,0,0, S,49.651,0.286,21.67,35.450814,2007 OC10
361,470443, classical, m,0, S,45.954,0.067,22.873,42.875082,2007 XV50
362,470523, resonant,5,3, S,42.301,0.16,15.921,35.53284,2008 CS190
363,470593, scattering,0,0, S,89.152,0.665,14.107,29.86592,2008 LP17
364,470596, classical, m,0, S,45.117,0.19,23.15,36.54477,2008 NW4
365,470599, resonant,23,7, S,66.529,0.42,13.145,38.58682,2008 OG19
366,471136, centaur,0,0, S,25.022,0.44,11.362,14.01232,2010 EO65
367,471137, detached,0,0, S,62.174,0.363,30.606,39.604838,2010 ET65
368,471143, resonant,7,2, S,69.361,0.531,29.46,32.530309,2010 EK139
369,471149, centaur,0,0, S,22.518,0.195,24.386,18.12699,2010 FB49
370,471150, classical, i,0, S,38.947,0.052,39.744,36.921756,2010 FC49
371,471151, resonant,5,2, S,55.309,0.423,10.726,31.913293,2010 FD49
372,471152, scattering,0,0, IH,53.717,0.374,11.7,33.626842,2010 FE49
373,471155, scattering,0,0, S,33.295,0.337,12.418,22.074585,2010 GF65
374,471165, scattering,0,0, I,38.947,0.18,15.719,31.93654,2010 HE79
375,471172, resonant,5,2, S,55.219,0.43,3.126,31.47483,2010 JC80
376,471196, classical, m,0, S,40.715,0.002,13.647,40.63357,2010 PK66
377,471210, detached,0,0, S,50.613,0.278,27.804,36.542586,2010 VW11
378,471237, centaur,0,0, S,25.78,0.565,13.809,11.2143,2011 AC72
379,471272, scattering,0,0, S,58.458,0.74,37.75,15.19908,2011 FY9
380,471288, resonant,7,4, IH,43.658,0.028,13.035,42.435576,2011 GM27
381,471318, classical, m,0, S,41.434,0.133,27.726,35.923278,2011 JF31
382,471325, scattering,0,0,IH,35.576,0.331,110.213,23.800344,2011 KT19
383,471335, centaur,0,0, S,23.819,0.181,6.298,19.507761,2011 OD16
384,471339, centaur,0,0, S,11.643,0.157,8.195,9.815049,2011 ON45
385,471512, centaur,0,0, S,28.86,0.499,14.594,14.45886,2012 CG
386,471513, centaur,0,0, S,21.486,0.117,5.907,18.972138,2012 CE17
387,471921, classical, m,0, S,45.919,0.08,16.303,42.24548,2013 FC28
388,471931, centaur,0,0, S,19.634,0.209,33.513,15.530494,2013 PH44
389,471954, classical, m,0, S,43.327,0.131,28.086,37.651163,2013 RM98
390,472231, classical, m,0, S,43.543,0.081,2.906,40.016017,2014 FU71
391,472232, classical, m,0, S,42.99,0.058,13.911,40.49658,2014 FW71
392,472235, resonant,5,2, S,55.427,0.409,0.807,32.757357,2014 GE45
393,472262, scattering,0,0, S,46.164,0.282,20.691,33.145752,2014 QN441
394,472265, centaur,0,0, S,15.071,0.314,3.032,10.338706,2014 SR303
395,472271, classical, m,0, S,43.025,0.155,17.371,36.356125,2014 UM33
396,472651, centaur,0,0, S,19.122,0.324,37.752,12.926472,2015 DB216
397,472760, centaur,0,0, S,22.873,0.426,6.816,13.129102,2015 FZ117
398,474640, resonant,36,1, I,328.215,0.856,25.548,47.26296,2004 VN112
399,480017, resonant,13,4, I,66.334,0.448,7.291,36.616368,2014 QB442
400,482824, classical, m,0, S,42.382,0.228,18.644,32.718904,2013 XC26
401,483002, classical, m,0, S,47.006,0.083,37.885,43.104502,2014 QS441
402,487581, resonant,2,1, S,47.716,0.066,24.737,44.566744,2015 BE519
403,488644, classical, m,0, SH,42.594,0.037,2.575,41.018022,2003 HY56
404,491767, resonant,3,2, S,39.49,0.077,30.125,36.44927,2012 VU113
405,491768, classical, m,0, S,46.081,0.116,15.669,40.735604,2012 VV113
406,492338, centaur,0,0, S,28.958,0.629,12.686,10.743418,2014 FW
407,493480, classical, m,0, S,40.203,0.017,17.183,39.519549,2014 YZ49
408,494158, centaur,0,0, S,8.098,0.266,6.592,5.943932,2016 EX
409,495189, resonant,2,1, S,47.694,0.172,19.284,39.490632,2012 VR113
410,495190, detached,0,0, S,55.071,0.309,26.786,38.054061,2012 VS113
411,495297, resonant,7,3, S,53.087,0.317,4.806,36.258421,2013 TJ159
412,495603, resonant,5,2, S,55.28,0.25,26.729,41.46,2015 AM281
413,495613, classical, m,0, S,42.117,0.127,36.049,36.768141,2015 FG345
414,496315, detached,0,0, I,150.233,0.727,33.539,41.013609,2013 GP136
415,499514, resonant,5,3, S,42.172,0.131,25.89,36.647468,2010 OO127
416,499522, centaur,0,0, S,21.155,0.381,24.312,13.094945,2010 PL66
417,500828, resonant,7,4, S,43.646,0.076,1.645,40.328904,2013 GR136
418,500829, classical, m,0, I,42.368,0.154,12.113,35.843328,2013 GT136
419,500830, classical, m,0, I,44.12,0.168,8.318,36.70784,2013 GU136
420,500831, classical, m,0, S,41.099,0.035,7.451,39.660535,2013 GV136
421,500832, scattering,0,0, S,86.731,0.609,18.362,33.911821,2013 GZ136
422,500833, resonant,3,2, S,39.372,0.104,6.942,35.277312,2013 GD137
423,500834, resonant,3,2, S,39.17,0.179,9.878,32.15857,2013 GK137
424,500835, classical, m,0, S,44.094,0.065,2.761,41.22789,2013 GN137
425,500836, classical, m,0, S,45.686,0.131,2.848,39.701134,2013 GQ137
426,500837, classical, m,0, S,44.592,0.106,2.294,39.865248,2013 GT137
427,500838, classical, m,0, S,43.793,0.083,3.196,40.158181,2013 GV137
428,500839, classical, m,0, S,42.86,0.062,5.017,40.20268,2013 GW137
429,500840, classical, m,0, S,43.798,0.045,3.9,41.82709,2013 GA138
430,500856, classical, m,0, S,44.022,0.017,3.678,43.273626,2013 HT156
431,500876, detached,0,0, S,72.276,0.411,50.319,42.570564,2013 JD64
432,500877, resonant,2,1, S,47.787,0.285,8.335,34.167705,2013 JE64
433,500878, resonant,18,11, I,41.725,0.109,18.209,37.176975,2013 JG64
434,500879, resonant,11,4, SH,59.206,0.384,13.73,36.470896,2013 JH64
435,500880, resonant,2,1, S,47.77,0.083,7.651,43.80509,2013 JJ64
436,500881, classical, m,0, I,42.356,0.048,7.287,40.322912,2013 JM64
437,500882, resonant,7,3, S,53.049,0.288,7.74,37.770888,2013 JN64
438,500883, resonant,3,2, S,39.371,0.255,19.815,29.331395,2013 JJ65
439,500884, resonant,3,2, S,39.416,0.257,20.046,29.286088,2013 JK65
440,500885, resonant,3,2, S,39.293,0.231,7.251,30.216317,2013 JL65
441,500886, classical, m,0, I,40.672,0.012,19.64,40.183936,2013 JN65
442,500887, classical, m,0, S,42.411,0.08,9.958,39.01812,2013 JO65
443,500888, classical, m,0, S,41.278,0.064,12.468,38.636208,2013 JP65
444,501105, classical, m,0, S,41.692,0.071,40.793,38.731868,2013 SA87
445,501214, centaur,0,0, S,25.228,0.164,14.202,21.090608,2013 TC146
446,501546, scattering,0,0, S,42.951,0.273,18.695,31.225377,2014 JJ80
447,501581, classical, m,0, S,46.615,0.249,20.73,35.007865,2014 OB394
448,503273, centaur,0,0, S,14.494,0.543,9.479,6.623758,2015 PN291
449,503858, resonant,3,2, S,39.403,0.284,11.942,28.212548,1998 HQ151
450,503883, resonant,5,3, S,42.245,0.252,2.673,31.59926,2001 QF331
451,504555, resonant,3,2, S,39.407,0.243,18.798,29.831099,2008 SO266
452,504847, classical, m,0, S,46.007,0.147,6.755,39.243971,2010 RE188
453,505412, classical, m,0, S,39.967,0.033,20.603,38.648089,2013 QO95
454,505446, classical, m,0, S,43.782,0.06,0.793,41.15508,2013 SP99
455,505447, classical, m,0, S,44.151,0.093,3.468,40.044957,2013 SQ99
456,505448, classical, m,0, S,46.296,0.166,8.478,38.610864,2013 SA100
457,505476, classical, m,0, S,45.786,0.097,2.025,41.344758,2013 UL15
458,505477, resonant,11,6, I,45.046,0.075,1.841,41.66755,2013 UM15
459,505478, scattering,0,0, I,200.061,0.78,10.652,44.01342,2013 UT15
460,505624, classical, m,0, S,43.465,0.17,23.493,36.07595,2014 GU53
461,505679, resonant,2,1, S,47.603,0.074,11.913,44.080378,2014 WT69
462,506028, jc,0,0, S,8.663,0.233,33.233,6.644521,2015 HO171
463,506121, classical, m,0, S,43.678,0.076,4.183,40.358472,2016 BP81
464,506439, classical, i,0, S,38.738,0.03,3.823,37.57586,2000 YB2
465,506479, scattering,0,0, I,159.518,0.761,15.501,38.124802,2003 HB57
466,508338, scattering,0,0, S,164.792,0.799,23.411,33.123192,2015 SO20
467,508770, classical, m,0, S,46.446,0.127,1.646,40.547358,1995 WY2
468,508788, classical, m,0, S,46.078,0.113,2.692,40.871186,2000 CQ114
469,508792, resonant,7,4, I,43.53,0.13,4.663,37.8711,2000 FX53
470,508823, resonant,3,2, S,39.337,0.296,19.246,27.693248,2001 RX143
471,508869, classical, m,0, S,42.435,0.033,1.162,41.034645,2002 VT130
472,511551, classical, m,0, S,43.359,0.129,3.662,37.765689,2014 UD225
473,511552, classical, m,0, S,43.711,0.066,4.491,40.826074,2014 UE225
474,511553, classical, m,0, S,43.523,0.127,10.693,37.995579,2014 UK225
475,511554, classical, m,0, S,46.341,0.199,7.954,37.119141,2014 UL225
476,511555, resonant,9,5, SH,44.48,0.098,18.295,40.12096,2014 UM225
477,514312, scattering,0,0, S,31.016,0.467,10.256,16.531528,2016 AE193
478,516977, resonant,11,9, IH,45.933,0.193,5.45,37.067931,2012 HZ84
479,517717, scattering,0,0, S,45.446,0.816,85.588,8.362064,2015 KZ120
480,518151, centaur,0,0, S,24.496,0.614,93.546,9.455456,2016 FH13
481,523588, classical, m,0, S,44.535,0.097,3.417,40.215105,2000 CN105
482,523591, classical, m,0, S,42.646,0.057,5.024,40.215178,2001 QD298
483,523597, centaur,0,0, S,25.419,0.373,7.266,15.937713,2002 QX47
484,523601, classical, m,0, S,47.247,0.209,20.743,37.372377,2003 UY413
485,523615, classical, m,0, S,43.758,0.038,2.329,42.095196,2006 UO321
486,523617, resonant,2,1, S,47.563,0.196,19.534,38.240652,2007 PS45
487,523618, resonant,3,2, S,39.395,0.229,12.925,30.373545,2007 RT15
488,523620, centaur,0,0, S,15.921,0.34,21.355,10.50786,2007 RH283
489,523622, scattering,0,0, I,502.481,0.929,18.595,35.676151,2007 TG422
490,523624, resonant,7,3, S,52.73,0.342,38.86,34.69634,2008 CT190
491,523627, resonant,18,11, IH,41.752,0.096,26.356,37.743808,2008 QB43
492,523629, classical, m,0, S,40.992,0.12,19.504,36.07296,2008 SP266
493,523634, classical, m,0, S,40.533,0.045,18.022,38.709015,2010 AH2
494,523635, classical, o,0, S,55.192,0.186,40.597,44.926288,2010 DN93
495,523639, detached,0,0, IH,65.744,0.447,13.535,36.356432,2010 RE64
496,523640, classical, m,0, S,46.867,0.122,17.049,41.149226,2010 RO64
497,523642, classical, m,0, S,45.331,0.217,34.479,35.494173,2010 SS43
498,523643, scattering,0,0, S,39.0,0.46,22.453,21.06,2010 TY53
499,523644, resonant,3,2, S,39.449,0.286,22.305,28.166586,2010 VX11
500,523645, classical, m,0, S,43.2,0.113,28.845,38.3184,2010 VK201
501,523646, resonant,4,3, S,36.449,0.045,5.524,34.808795,2010 VL201
502,523647, classical, m,0, I,44.127,0.158,25.098,37.154934,2010 VV224
503,523649, jc,0,0, S,7.626,0.294,39.244,5.383956,2010 XZ78
504,523652, scattering,0,0, S,63.223,0.559,13.489,27.881343,2011 LZ28
505,523653, classical, m,0, I,40.812,0.141,23.063,35.057508,2011 OA60
506,523655, resonant,3,2, S,39.62,0.193,9.534,31.97334,2011 VJ24
507,523658, classical, m,0, S,41.1,0.034,19.029,39.7026,2012 DW98
508,523659, classical, m,0, S,43.027,0.088,10.88,39.240624,2012 HG84
509,523671, resonant,2,1, I,48.069,0.216,14.034,37.686096,2013 FZ27
510,523672, scattering,0,0, S,35.06,0.443,21.845,19.52842,2013 FJ28
511,523673, centaur,0,0, S,24.235,0.307,6.369,16.794855,2013 MZ11
512,523674, classical, m,0, S,41.483,0.066,23.389,38.745122,2013 MA12
513,523675, resonant,15,7, S,49.941,0.227,2.278,38.604393,2013 PV74
514,523676, jc,0,0, S,9.941,0.376,19.153,6.203184,2013 UL10
515,523677, resonant,5,3, S,42.281,0.164,12.38,35.346916,2013 UF15
516,523678, classical, m,0, S,45.682,0.009,3.584,45.270862,2013 XB26
517,523680, resonant,15,4, S,72.638,0.438,33.614,40.822556,2013 YJ151
518,523681, classical, m,0, S,45.767,0.144,15.428,39.176552,2014 BV64
519,523682, centaur,0,0, S,16.323,0.307,14.138,11.311839,2014 CN23
520,523683, detached,0,0, S,52.289,0.271,28.481,38.118681,2014 CP23
521,523684, resonant,17,9, S,45.95,0.158,8.697,38.6899,2014 CQ23
522,523686, centaur,0,0, S,20.138,0.091,21.343,18.305442,2014 DB143
523,523687, classical, m,0, S,42.651,0.049,23.723,40.561101,2014 DF143
524,523688, resonant,5,3, S,42.273,0.16,10.866,35.50932,2014 DK143
525,523689, classical, m,0, S,46.915,0.218,9.369,36.68753,2014 DL143
526,523690, classical, m,0, S,47.11,0.068,6.777,43.90652,2014 DN143
527,523691, resonant,2,1, S,47.584,0.102,4.188,42.730432,2014 DO143
528,523692, classical, o,0, S,52.114,0.228,10.271,40.232008,2014 EZ51
529,523693, classical, m,0, S,43.53,0.143,27.915,37.30521,2014 FT71
530,523695, scattering,0,0, I,33.433,0.098,15.179,30.156566,2014 GS53
531,523696, classical, m,0, S,41.248,0.083,21.918,37.824416,2014 GW53
532,523697, resonant,3,2, S,39.365,0.293,16.188,27.831055,2014 GY53
533,523698, scattering,0,0, S,88.884,0.61,4.752,34.66476,2014 GD54
534,523699, detached,0,0, S,59.494,0.375,27.013,37.18375,2014 GH54
535,523700, resonant,3,2, S,39.464,0.388,54.249,24.151968,2014 GM54
536,523701, resonant,3,2, S,39.29,0.241,14.457,29.82111,2014 HT199
537,523702, classical, m,0, S,46.228,0.178,15.48,37.999416,2014 HW199
538,523703, resonant,3,2, S,39.581,0.227,14.747,30.596113,2014 HX199
539,523704, resonant,3,2, S,39.429,0.242,8.986,29.887182,2014 HB200
540,523705, scattering,0,0, I,52.373,0.352,9.405,33.937704,2014 HE200
541,523706, scattering,0,0, S,60.841,0.417,9.717,35.470303,2014 HF200
542,523708, centaur,0,0, S,19.253,0.342,13.351,12.668474,2014 JB80
543,523709, centaur,0,0, S,25.289,0.249,39.086,18.992039,2014 JD80
544,523710, scattering,0,0, S,33.804,0.445,13.805,18.76122,2014 JF80
545,523711, classical, m,0, S,43.399,0.218,47.431,33.938018,2014 JH80
546,523712, classical, o,0, S,48.036,0.167,15.087,40.013988,2014 JS80
547,523713, resonant,5,2, S,55.509,0.355,28.869,35.803305,2014 JX80
548,523714, centaur,0,0, S,14.737,0.283,9.109,10.566429,2014 KR101
549,523715, resonant,3,2, S,39.599,0.139,6.188,34.094739,2014 KU101
550,523716, classical, m,0, S,40.712,0.082,19.32,37.373616,2014 KW101
551,523717, resonant,3,2, S,39.373,0.2,9.666,31.4984,2014 KY101
552,523718, scattering,0,0, S,122.016,0.724,18.655,33.676416,2014 KZ101
553,523719, scattering,0,0, I,259.757,0.935,84.8,16.884205,2014 LM28
554,523720, scattering,0,0, S,36.139,0.55,8.703,16.26255,2014 LN28
555,523721, classical, m,0, S,43.95,0.055,1.466,41.53275,2014 LR28
556,523722, scattering,0,0, I,68.847,0.502,10.697,34.285806,2014 LV28
557,523723, classical, m,0, S,40.385,0.054,17.432,38.20421,2014 MY69
558,523724, classical, m,0, S,43.506,0.083,4.277,39.895002,2014 MA70
559,523725, resonant,11,6, S,45.068,0.125,7.688,39.4345,2014 MC70
560,523726, scattering,0,0, S,121.407,0.69,15.516,37.63617,2014 MJ70
561,523727, centaur,0,0, S,23.106,0.519,20.451,11.113986,2014 NW65
562,523729, centaur,0,0, S,25.558,0.532,14.705,11.961144,2014 OX393
563,523730, classical, m,0, S,45.808,0.164,9.698,38.295488,2014 OH394
564,523731, resonant,5,3, S,42.348,0.163,4.137,35.445276,2014 OK394
565,523733, scattering,0,0, S,69.956,0.794,7.618,14.410936,2014 PR70
566,523734, scattering,0,0, S,31.614,0.405,26.485,18.81033,2014 QV441
567,523735, classical, i,0, S,38.468,0.039,25.989,36.967748,2014 QX441
568,523736, classical, m,0, S,43.127,0.183,27.413,35.234759,2014 QA442
569,523738, classical, m,0, S,43.211,0.152,17.283,36.642928,2014 SH349
570,523739, scattering,0,0, S,38.038,0.753,85.961,9.395386,2014 TZ33
571,523740, centaur,0,0, S,21.708,0.325,12.218,14.6529,2014 TV85
572,523741, resonant,8,5, I,41.027,0.206,19.124,32.575438,2014 TY85
573,523742, resonant,7,4, S,43.68,0.254,14.914,32.58528,2014 TZ85
574,523743, resonant,5,3, S,42.267,0.107,9.291,37.744431,2014 TA86
575,523744, classical, m,0, S,44.116,0.065,1.274,41.24846,2014 TC86
576,523745, classical, m,0, S,43.024,0.009,1.695,42.636784,2014 TD86
577,523746, scattering,0,0, S,30.22,0.474,15.202,15.89572,2014 UT114
578,523748, classical, m,0, S,40.813,0.085,18.372,37.343895,2014 UP224
579,523749, resonant,13,6, S,50.392,0.222,10.663,39.204976,2014 UR224
580,523750, classical, m,0, S,46.745,0.116,11.038,41.32258,2014 US224
581,523751, resonant,3,2, S,39.548,0.226,15.263,30.610152,2014 UU224
582,523752, classical, m,0, S,40.72,0.045,28.595,38.8876,2014 VU37
583,523753, scattering,0,0, S,54.251,0.713,21.184,15.570037,2014 WV508
584,523754, centaur,0,0, S,18.555,0.289,11.569,13.192605,2014 WX508
585,523755, scattering,0,0, S,77.564,0.698,24.226,23.424328,2014 WZ508
586,523756, classical, m,0, S,43.786,0.049,1.333,41.640486,2014 WD509
587,523757, classical, m,0, S,44.144,0.179,18.159,36.242224,2014 WH509
588,523758, classical, m,0, S,42.974,0.141,20.925,36.914666,2014 WJ509
589,523759, classical, o,0, S,51.027,0.209,14.501,40.362357,2014 WK509
590,523760, resonant,3,2, S,39.34,0.142,9.814,33.75372,2014 WQ509
591,523761, classical, m,0, S,41.545,0.073,19.598,38.512215,2014 WU509
592,523762, classical, m,0, S,42.7,0.145,11.987,36.5085,2014 WX509
593,523763, classical, m,0, S,40.261,0.093,15.88,36.516727,2014 WZ509
594,523764, resonant,3,2, S,39.488,0.252,19.537,29.537024,2014 WC510
595,523765, detached,0,0, I,58.262,0.344,19.033,38.219872,2014 WD510
596,523766, resonant,3,2, S,39.421,0.224,26.065,30.590696,2014 WF510
597,523767, scattering,0,0, S,76.906,0.575,18.621,32.68505,2014 WH510
598,523768, resonant,3,2, S,39.504,0.158,22.866,33.262368,2014 WQ510
599,523769, resonant,5,2, S,55.261,0.375,8.907,34.538125,2014 WS510
600,523770, scattering,0,0, S,58.307,0.722,26.885,16.209346,2014 XO40
601,523771, scattering,0,0, S,102.757,0.729,11.519,27.847147,2014 XP40
602,523772, classical, m,0, S,42.92,0.142,24.84,36.82536,2014 XR40
603,523773, classical, m,0, S,42.468,0.167,27.554,35.375844,2014 XS40
604,523774, detached,0,0, S,60.852,0.424,36.375,35.050752,2014 XV40
605,523776, classical, m,0, S,41.592,0.095,28.611,37.64076,2014 YB50
606,523777, resonant,13,3, S,79.838,0.553,18.196,35.687586,2014 YF50
607,523778, resonant,39,5, I,118.114,0.67,29.629,38.97762,2014 YK50
608,523780, classical, m,0, S,41.916,0.141,17.472,36.005844,2015 AN281
609,523782, centaur,0,0, S,23.28,0.301,17.182,16.27272,2015 BD518
610,523783, centaur,0,0, S,14.564,0.302,1.818,10.165672,2015 BG518
611,523784, centaur,0,0, S,21.506,0.314,6.424,14.753116,2015 BJ518
612,523785, centaur,0,0, S,13.977,0.504,16.802,6.932592,2015 CM3
613,523787, scattering,0,0, S,56.326,0.609,29.456,22.023466,2015 DV224
614,523789, classical, m,0, S,41.863,0.093,27.966,37.969741,2015 FN345
615,523791, centaur,0,0, S,11.499,0.289,33.288,8.175789,2015 HT171
616,523793, classical, m,0, S,40.541,0.087,30.349,37.013933,2015 OV79
617,523794, resonant,9,2, S,81.861,0.586,7.552,33.890454,2015 RR245
618,523797, scattering,0,0, S,71.759,0.853,144.019,10.548573,2016 NM56
619,523798, scattering,0,0, S,73.253,0.857,72.006,10.475179,2017 CX33
620,523800, scattering,0,0, S,53.172,0.794,161.686,10.953432,2017 KZ31
621,523899, classical, m,0, S,42.179,0.046,8.027,40.238766,1997 CV29
622,523955, resonant,4,3, S,36.452,0.129,9.578,31.749692,1998 UU43
623,523965, detached,0,0, S,64.212,0.42,6.664,37.24296,1998 XY95
624,523983, classical, m,0, S,45.13,0.178,13.69,37.09686,1999 RY214
625,524049, detached,0,0, S,56.982,0.393,19.684,34.588074,2000 CQ105
626,524179, resonant,2,1, S,47.66,0.229,3.24,36.74586,2001 FQ185
627,524216, resonant,3,2, S,39.432,0.149,6.512,33.556632,2001 RU143
628,524217, classical, m,0, S,44.055,0.063,2.122,41.279535,2001 RZ143
629,524365, resonant,5,2, S,55.357,0.439,7.109,31.055277,2001 XQ254
630,524366, classical, m,0, S,42.954,0.033,1.233,41.536518,2001 XR254
631,524435, classical, m,0, S,46.197,0.146,7.036,39.452238,2002 CY248
632,524457, resonant,4,3, S,36.349,0.121,3.536,31.950771,2002 FW6
633,524460, resonant,3,2, S,39.282,0.175,2.783,32.40765,2002 GF32
634,524531, classical, m,0, S,43.926,0.089,4.991,40.016586,2002 XH91
635,524612, classical, m,0, S,42.658,0.119,16.012,37.581698,2003 QA112
636,524613, scattering,0,0, S,51.043,0.485,6.924,26.287145,2003 QW113
637,524747, detached,0,0, IH,55.729,0.318,11.062,38.007178,2003 UJ292
638,524834, classical, i,0, S,38.813,0.002,2.525,38.735374,2003 YL179
639,525257, resonant,9,5, I,44.491,0.103,7.392,39.908427,2004 VS75
640,525258, resonant,3,2, S,39.315,0.211,12.842,31.019535,2004 VT75
641,525460, classical, m,0, S,44.03,0.112,4.8,39.09864,2005 EX297
642,525461, classical, m,0, S,44.982,0.083,3.056,41.248494,2005 EN302
643,525462, classical, m,0, S,45.639,0.068,3.415,42.535548,2005 EO304
644,525595, classical, m,0, S,42.923,0.027,2.095,41.764079,2005 JP179
645,525596, classical, m,0, S,46.858,0.115,3.745,41.46933,2005 JR179
646,525729, classical, m,0, S,41.374,0.095,20.198,37.44347,2005 RQ43
647,525815, resonant,5,2, S,55.503,0.282,17.851,39.851154,2005 SD278
648,525816, resonant,7,4, S,43.723,0.187,13.339,35.546799,2005 SF278
649,527328, centaur,0,0, S,21.111,0.193,3.067,17.036577,2007 TK422
650,527443, centaur,0,0, S,12.868,0.339,41.736,8.505748,2007 UM126
651,527603, scattering,0,0, S,192.024,0.817,11.984,35.140392,2007 VJ305
652,527604, resonant,1,1, S,30.028,0.063,28.117,28.136236,2007 VL305
653,528219, scattering,0,0,IH,41.524,0.491,103.448,21.135716,2008 KV42
654,528381, resonant,6,1, S,99.476,0.573,20.782,42.476252,2008 ST291
655,529780, resonant,5,3, I,42.075,0.178,30.813,34.58565,2010 MQ116
656,529823, detached,0,0, S,52.488,0.281,30.772,37.738872,2010 PP81
657,529938, resonant,3,2, S,39.454,0.167,5.62,32.865182,2010 TM182
658,529939, centaur,0,0, S,20.712,0.287,1.816,14.767656,2010 TU191
659,529940, resonant,22,9, I,54.559,0.319,13.019,37.154679,2010 TB192
660,530055, resonant,7,4, S,43.799,0.138,8.892,37.754738,2010 VW224
661,530231, classical, m,0, S,44.153,0.102,4.538,39.649394,2011 BV163
662,530664, resonant,1,1, S,30.16,0.012,9.639,29.79808,2011 SO277
663,530838, resonant,3,2, S,39.269,0.272,4.652,28.587832,2011 UC411
664,530839, resonant,5,3, S,42.32,0.233,13.424,32.45944,2011 UK411
665,530930, resonant,1,1, S,30.03,0.028,22.298,29.18916,2011 WG157
