Name,mag.,a(AU),e,sinI,n(deg/yr),g("/y),s("/yr),LCEx1E6,My
2016RA82,7.43,43.2183822,0.0805950,0.1892798,1.270629,0.345477,-0.407116,0.03,100
2016RG82,7.34,42.7581949,0.0423952,0.0337385,1.291224,0.485093,-0.484382,0.03,100
2016RH82,7.39,44.1245268,0.0476596,0.0137215,1.231704,0.406243,-0.404601,0.03,100
2016RK82,7.86,42.7386082,0.1445035,0.3274266,1.292187,0.253140,-0.361593,2.39,100
2016RP82,7.50,44.5425955,0.1842606,0.3276145,1.214753,0.282238,-0.321647,12.00,100
2016RQ82,7.08,45.0591313,0.0625992,0.0563897,1.193573,0.356261,-0.359757,0.02,100
2016RR82,7.16,43.9266417,0.0460708,0.0323293,1.240037,0.413361,-0.413422,0.03,100
2016RS82,6.83,43.1132393,0.0319965,0.0191101,1.275303,0.460188,-0.458714,0.06,100
2016RT82,7.17,46.4979892,0.2307525,0.3536559,1.139022,0.157140,-0.266901,10.50,100
2016RU81,7.61,43.3275458,0.0743093,0.0361891,1.265854,0.467260,-0.464456,0.03,100
2016RV81,7.39,45.3879800,0.1512447,0.3676334,1.180572,0.149356,-0.256530,0.05,100
2016RX81,7.42,44.0738560,0.0304168,0.0549950,1.233826,0.394361,-0.398047,0.00,100
2016RX82,7.56,46.9944226,0.1990587,0.2075087,1.120582,0.280768,-0.320566,3.07,100
2016SA56,7.22,49.7344477,0.2690095,0.2722206,1.029140,0.192525,-0.252108,7.51,100
2016SB106,6.93,44.0699999,0.0410879,0.0499516,1.233989,0.398995,-0.401591,0.03,100
2016SB56,7.43,40.2495288,0.0704574,0.2888590,1.413839,0.397922,-0.483245,4.33,100
2016SC59,7.69,44.3869869,0.1373119,0.2197944,1.220773,0.301986,-0.365434,0.07,100
2016SE58,7.70,43.4769415,0.1388582,0.2608170,1.259296,0.300240,-0.378918,0.26,100
2016SH57,8.38,46.4920553,0.2031471,0.2689199,1.138786,0.220717,-0.300584,0.93,100
2016SJ105,8.08,37.8369268,0.0761630,0.3673779,1.551109,0.361433,-0.533262,2.27,100
2016SJ56,8.49,47.7994133,0.1946104,0.2712400,1.092364,-0.400166,-0.194981,0.54,100
2016SJ57,7.42,36.4830083,0.0684220,0.2324716,1.638281,-5.011957,-0.693007,0.64,100
2016SK56,7.19,42.8909483,0.0946024,0.2576000,1.285197,0.274795,-0.383889,2.28,100
2016SQ55,6.96,43.2062213,0.1005087,0.2859469,1.271142,0.249886,-0.353202,0.03,100
2016SQ58,7.94,36.4788109,0.1005280,0.3841575,1.638466,-2.344985,-0.451560,0.28,100
2016SW57,7.03,46.3251788,0.1811445,0.2045017,1.144911,0.270690,-0.327701,6.83,100
2016SY55,8.05,39.4582436,0.1775448,0.2719938,1.456483,-0.819783,-0.377716,0.43,100
2016SY56,7.45,42.8493720,0.1221118,0.2120970,1.287080,0.369335,-0.436953,0.15,100
2016SZ105,7.13,42.9375723,0.0405765,0.0408248,1.283139,0.468325,-0.469954,0.03,100
2016SZ57,7.93,39.4603903,0.1426062,0.2740031,1.455818,-0.068326,-0.487783,5.41,100
2016TL176,8.40,47.0351394,0.2212066,0.3364798,1.119118,0.180068,-0.261041,1.91,100
2016UO273,7.45,47.7997165,0.1758497,0.2564163,1.092361,-0.204164,-0.195189,1.40,100
2016WB75,8.00,45.6529085,0.1896711,0.3262553,1.170422,0.182686,-0.284656,11.12,100
2017BD232,9.32,45.1426755,0.0534602,0.0224645,1.190262,0.358021,-0.356261,0.02,100
2017BE226,7.92,47.5771805,0.0333593,0.2694509,1.100043,0.223224,-0.221588,0.02,100
2017BE232,9.58,42.3304340,0.1673629,0.0394303,1.310819,-0.755161,-0.423349,0.50,100
2017BF232,8.66,44.0359298,0.0719267,0.0122814,1.235426,0.422166,-0.421187,0.00,100
2017BG230,8.95,46.0880748,0.1172176,0.3961701,1.153765,0.121551,-0.221896,0.02,100
2017BG233,9.62,41.6106418,0.0963530,0.2939208,1.344722,0.323196,-0.415110,1.24,100
2017BH231,9.34,43.7280315,0.1339410,0.1964745,1.248472,-0.072000,-0.396449,1.43,100
2017BH232,8.33,43.8357230,0.0327461,0.0286546,1.243898,0.415774,-0.414884,0.02,100
2017BJ231,9.73,47.7989722,0.2213636,0.0901141,1.092389,-0.218373,-0.209026,1.71,100
2017BJ232,9.94,42.2897945,0.1650692,0.1254215,1.311997,-0.116838,-0.466881,2.89,100
2017BK229,7.93,45.2684590,0.0799016,0.1993179,1.185285,0.266356,-0.314475,0.03,100
2017BL232,6.08,57.5097090,0.3778267,0.0821438,0.828657,0.241145,-0.271763,999.99,100
2017BM233,8.76,42.8806790,0.0328208,0.0187826,1.285694,0.474485,-0.474344,0.05,100
2017BN233,7.51,47.0253573,0.2031197,0.2267874,1.119488,0.267724,-0.312168,0.42,100
2017BN235,8.78,44.5548582,0.0651800,0.0426987,1.213888,0.424780,-0.387523,1.15,100
2017BO231,9.84,43.7214089,0.1814847,0.2123119,1.248705,0.540620,-0.470253,9.40,100
2017BQ236,8.56,44.3295028,0.2353365,0.3323262,1.231257,0.235155,-0.353508,999.99,100
2017BR236,7.81,41.5534673,0.0517338,0.2889676,1.347734,0.287614,-0.408715,0.15,100
2017CC56,9.20,49.4141515,0.3264891,0.2867113,1.050255,0.241084,-0.334406,999.99,100
2017CJ55,9.14,44.0748223,0.0395973,0.0266202,1.233788,0.404749,-0.403888,0.03,100
2017DA160,8.76,43.1968111,0.0462685,0.0511038,1.271603,0.450395,-0.454146,0.11,100
2017DF156,9.12,47.7992221,0.2433803,0.2102582,1.092409,-0.071210,-0.226257,2.63,100
2017DH160,8.78,36.4841597,0.0777229,0.0730566,1.638233,-5.694303,-0.824471,0.07,100
2017DH163,9.48,44.3238132,0.1717223,0.3860743,1.223682,0.153676,-0.281149,11.28,100
2017DJ160,8.65,47.3022669,0.1882344,0.2129885,1.109671,0.318839,-0.307078,0.30,100
2017DJ163,8.12,44.8714661,0.0941357,0.0255887,1.201075,0.386039,-0.387997,0.03,100
2017DL160,9.00,43.4495683,0.0701855,0.0612716,1.260527,0.444869,-0.448183,2.20,100
2017DM121,7.39,44.4663559,0.0690225,0.1547397,1.217512,0.326202,-0.360311,0.00,100
2017DM160,8.15,43.9355361,0.0390301,0.0733671,1.239657,0.393994,-0.403821,0.03,100
2017DM162,8.92,44.5583503,0.1368405,0.1459853,1.213879,0.514182,-0.413905,5.06,100
2017DN121,7.37,47.7976904,0.1914415,0.2538803,1.092417,-0.016503,-0.197106,7.67,100
2017DN160,7.21,44.7863030,0.0705673,0.0648916,1.204511,0.367033,-0.374386,1.24,100
2017DN162,7.96,47.1189453,0.0742800,0.0626320,1.116157,0.297991,-0.285103,0.03,100
2017DN164,9.50,44.2593588,0.2024005,0.2737874,1.553577,-0.061631,-1.010783,999.99,100
2017DO121,7.71,51.9667673,0.2107062,0.2515096,0.963648,0.146307,-0.182700,0.02,100
2017DU159,9.32,44.1294470,0.1097414,0.1863263,1.231481,0.323386,-0.379728,0.11,100
2017EE52,8.16,46.0517916,0.1036802,0.0783568,1.155185,0.324639,-0.332038,0.03,100
2017EN51,9.99,45.7853578,0.1692924,0.3046418,1.165248,0.140747,-0.282818,1.70,100
2017EO50,7.23,43.3553612,0.0611129,0.2125166,1.264605,0.308968,-0.379337,0.01,100
2017EV51,8.32,44.6895462,0.1738780,0.3490654,1.208366,0.197297,-0.293154,1.22,100
2017EW51,8.44,40.7013505,0.0595244,0.2695351,1.390294,0.423089,-0.471730,2.79,100
2017EY49,8.62,43.7281605,0.1999900,0.2195685,1.248454,-0.210915,-0.366038,1.16,100
2017FG226,8.32,46.0132825,0.1810675,0.2135739,1.156675,0.252133,-0.334166,3.27,100
2017FP161,7.17,47.8403099,0.1432646,0.2323754,1.091083,0.497397,-0.276273,2.91,100
2017FQ161,6.18,47.7989564,0.2524805,0.1574968,1.092390,-0.199483,-0.213016,1.47,100
2017FT232,8.62,45.4943774,0.1612448,0.2719258,1.176454,0.142555,-0.305512,2.13,100
2017HV109,8.00,45.3930800,0.1327419,0.1746438,1.180415,0.298219,-0.344580,0.02,100
2017OX166,10.33,44.1873341,0.0727510,0.0525342,1.229078,0.401115,-0.409145,1.17,100
2017OY166,8.58,44.4927090,0.0789036,0.0467582,1.216445,0.402533,-0.396520,0.03,100
2017QQ131,7.80,43.4239290,0.0936501,0.0384808,1.261648,0.484992,-0.474390,0.29,100
2017RZ137,7.80,46.0228091,0.2119011,0.2629691,1.156107,0.238087,-0.326166,11.27,100
2018AY18,7.49,56.6822790,0.1045768,0.2245814,0.845923,0.096505,-0.110861,0.03,100
2018AZ18,7.75,55.4650594,0.3051758,0.2904862,0.873925,-0.064160,-0.131302,0.36,100
2018MG13,7.55,47.8008799,0.0799645,0.1422459,1.092312,-0.386966,-0.220733,1.62,100
2019AC77,6.60,57.3435512,0.3689598,0.2069912,0.831532,0.163832,-0.200760,27.74,100
2019EB5,6.93,52.9720925,0.3197147,0.1726006,0.936354,-0.034291,-0.189384,0.74,100
2019ET5,6.53,52.7851920,0.2538828,0.1949703,0.941346,0.225975,-0.209705,0.61,100
2019GJ23,7.04,43.9697666,0.0864295,0.0269525,1.238217,0.436892,-0.433490,0.02,100
2019GM140,7.47,36.4838372,0.0826263,0.0371958,1.638268,-5.196509,-0.856525,0.03,100
2019GZ129,7.06,62.6329424,0.3654613,0.1282205,0.728275,-0.021732,-0.088722,0.90,100
2019QA110,8.11,45.2865478,0.0933259,0.0357977,1.184596,0.363601,-0.366815,0.03,100
2019QA111,8.72,44.5115649,0.0576553,0.0596012,1.215669,0.382502,-0.382980,0.02,100
2019QB110,8.72,42.5666058,0.0218239,0.0588011,1.299951,0.547764,-0.485118,0.03,100
2019QC110,7.96,45.9110512,0.0081079,0.0188227,1.160500,0.322200,-0.317521,0.03,100
2019QC111,7.47,43.2615445,0.0364154,0.0205321,1.268750,0.452637,-0.450685,0.04,100
2019QD110,9.74,43.1053616,0.0506173,0.0576030,1.275652,0.456219,-0.461085,0.03,100
2019QD111,9.16,43.1591953,0.0707514,0.0338050,1.273269,0.480253,-0.473676,0.05,100
2019QD112,7.51,43.0539988,0.0211434,0.0220305,1.277936,0.459523,-0.459583,0.03,100
2019QE110,8.29,43.5700545,0.0157188,0.0424655,1.255293,0.425215,-0.424930,0.03,100
2019QE111,8.69,43.9743097,0.0462279,0.0070305,1.238022,0.414467,-0.412974,0.03,100
2019QE112,7.27,44.6474679,0.0504401,0.0579882,1.210121,0.370790,-0.373934,0.05,100
2019QF110,9.38,43.5303069,0.0147482,0.0597490,1.257012,0.478046,-0.423848,0.03,100
2019QF111,7.33,44.3756905,0.0733284,0.0464606,1.221260,0.396622,-0.399009,0.03,100
2019QG110,8.58,43.9649429,0.0847618,0.0290981,1.238421,0.435332,-0.432329,0.03,100
2019QG111,9.77,43.2390893,0.0446398,0.0215323,1.269739,0.457290,-0.455053,0.03,100
2019QH110,8.45,44.1452725,0.0928787,0.0188768,1.230840,0.428214,-0.428348,0.00,100
2019QH111,9.57,44.4540590,0.0679606,0.0425331,1.218031,0.392627,-0.393013,0.00,100
2019QJ110,9.51,44.0678180,0.0749609,0.0242137,1.234085,0.419793,-0.419936,0.03,100
2019QJ111,8.57,42.9087193,0.0180781,0.0169381,1.284434,0.467689,-0.468753,0.03,100
2019QK110,7.70,47.8004482,0.1698408,0.2333332,1.092331,-0.631485,-0.200848,0.01,100
2019QL110,8.97,44.4251122,0.0974915,0.0764575,1.219215,0.398931,-0.406534,0.22,100
2019QL111,8.73,43.2607185,0.0596711,0.0066496,1.268788,0.466507,-0.520373,0.01,100
2019QM110,9.71,43.1292544,0.1165597,0.1400905,1.274683,0.432154,-0.470932,3.05,100
2019QM111,9.06,45.0273913,0.1143172,0.0274202,1.194844,0.397470,-0.396174,0.17,100
2019QN110,9.42,45.5976149,0.0668935,0.0443238,1.172490,0.338747,-0.339422,0.02,100
2019QN111,8.80,44.9475858,0.0326238,0.0198973,1.198020,0.362565,-0.359783,0.03,100
2019QO110,7.56,43.1040761,0.0570472,0.0417660,1.275711,0.468315,-0.466825,0.05,100
2019QO111,7.48,55.4474643,0.2389035,0.3101418,0.874371,0.252401,-0.145503,1.92,100
2019QP110,9.65,40.5089725,0.0903522,0.3546615,1.400182,0.259116,-0.410905,2.18,100
2019QP111,8.76,42.4702091,0.0194219,0.0274068,1.304382,0.502816,-0.497269,0.03,100
2019QQ110,8.98,44.7547760,0.0852770,0.1110839,1.205768,0.350434,-0.370496,0.01,100
2019QQ111,9.75,44.1559220,0.0720781,0.0290510,1.230392,0.411970,-0.412833,0.06,100
2019QR110,8.92,43.2792101,0.0196487,0.0091900,1.267972,0.448412,-0.446081,0.03,100
2019QR111,9.16,46.4884812,0.2157026,0.1209649,1.139259,0.375673,-0.418094,17.46,100
2019QS109,8.95,43.7243812,0.0530649,0.0455984,1.248667,0.424308,-0.424638,1.13,100
2019QS110,8.23,44.5010371,0.0450011,0.0069871,1.216102,0.388011,-0.384741,0.03,100
2019QS111,8.56,42.7823585,0.0528370,0.0251551,1.290132,0.494960,-0.488857,0.14,100
2019QT109,9.13,46.1036484,0.1151020,0.0458207,1.153240,0.339067,-0.342514,0.01,100
2019QT110,9.03,45.5598591,0.1126418,0.1091367,1.173946,0.330307,-0.350445,0.00,100
2019QT111,8.37,43.8023382,0.0341057,0.0329435,1.245320,0.418810,-0.416568,0.03,100
2019QU109,8.62,45.9137487,0.0971897,0.1834609,1.160385,0.265277,-0.303881,0.03,100
2019QU110,8.60,45.4841658,0.0866259,0.0038554,1.176872,0.354826,-0.377982,2.19,100
2019QV110,9.84,38.5161751,0.0436314,0.0221270,1.510395,1.209818,-1.057792,0.35,100
2019QW110,8.97,42.7924062,0.0293110,0.0244551,1.289675,0.477093,-0.478660,0.03,100
2019QX110,7.63,43.7294329,0.0734616,0.0477263,1.248385,0.473145,-0.434628,1.30,100
2019QY109,8.80,46.4373724,0.1100481,0.1377425,1.140819,0.286080,-0.306404,0.04,100
2019QY110,8.74,42.6921588,0.0648240,0.0407590,1.294196,0.506610,-0.500947,1.53,100
2019QZ109,9.12,44.3985489,0.0808433,0.1105649,1.220311,0.364689,-0.385680,0.06,100
2019QZ110,9.92,39.4672076,0.1114553,0.2532865,1.455879,1.142441,-0.637411,13.30,100
2019RO4,7.02,41.7490981,0.1667092,0.3245519,1.338008,0.296217,-0.420210,13.11,100
2019SB235,8.24,43.0676051,0.0998983,0.3762764,1.277283,0.172542,-0.302053,0.86,100
2019SJ235,9.71,41.9999490,0.0537168,0.3105277,1.326284,0.262241,-0.372686,1.15,100
2019SK235,9.29,44.1142780,0.0688018,0.0113256,1.232135,0.415392,-0.414649,0.02,100
2019SL235,8.60,43.9432532,0.0728532,0.0173705,1.239337,0.429618,-0.426354,0.04,100
2019SM235,9.21,43.2174510,0.0726389,0.0332919,1.270695,0.473771,-0.470746,0.00,100
2019SN235,7.82,45.3104601,0.1677142,0.2054047,1.183600,0.291412,-0.356473,11.63,100
2019SO235,9.31,43.9988362,0.0580496,0.0314542,1.236986,0.414538,-0.414426,0.08,100
2019SP235,9.65,43.9716897,0.0778577,0.0507780,1.238133,0.421213,-0.423222,0.12,100
2019UZ173,6.86,47.7994101,0.2760590,0.3289243,1.092359,-0.430959,-0.175342,0.27,100
2019VD51,7.75,45.1570760,0.0359219,0.0815795,1.189688,0.336124,-0.343605,0.06,100
2019VZ50,8.65,44.8952212,0.2194457,0.1360111,1.199922,0.404553,-0.509576,999.99,100
2020BH157,6.61,51.5422126,0.2184145,0.3082890,0.975573,0.134715,-0.178421,0.13,100
2020BQ63,7.62,42.8395286,0.0283522,0.0450846,1.287546,0.466264,-0.472344,0.03,100
2020BR60,7.00,50.7784518,0.2695152,0.1389993,0.997657,0.292632,-0.298068,2.41,100
2020BY101,7.44,52.5549984,0.2909939,0.1885407,0.947173,0.216195,-0.241428,15.02,100
2020BZ94,7.51,58.1618270,0.3392719,0.0951370,0.813821,0.206514,-0.194748,1.16,100
2020DH6,7.96,44.4942732,0.0938209,0.0291865,1.216383,0.433548,-0.409647,0.03,100
2020DJ6,7.08,43.7037325,0.0765885,0.0254953,1.249512,0.542664,-0.448107,0.73,100
2020FQ38,7.31,49.6253336,0.2764998,0.1055401,1.031487,0.366223,-0.381045,999.99,100
2020KE53,10.70,39.4609582,0.1225407,0.0682150,1.456364,-2.107420,-0.472142,0.00,100
2020KJ56,6.54,44.0732026,0.0258593,0.0467445,1.233854,0.396949,-0.398334,0.01,100
2020KL53,7.86,43.5559573,0.0357372,0.0691486,1.255902,0.419969,-0.424355,0.05,100
2020KM53,9.04,44.5147291,0.0568364,0.0554902,1.215540,0.383964,-0.383232,0.12,100
2020KP11,8.03,45.4940208,0.1737589,0.3477153,1.176430,0.124066,-0.270115,2.06,100
2020KQ11,6.58,44.5572530,0.0265365,0.0587478,1.213799,-0.000073,-0.393544,0.13,100
2020KR11,7.48,46.3985258,0.0833192,0.0792251,1.142256,0.306128,-0.309499,0.03,100
2020SE35,8.53,42.3350290,0.1245682,0.1804930,1.310663,-0.006032,-0.442791,2.31,100
2020UC74,9.58,44.1890060,0.1320828,0.3627129,1.228910,0.169991,-0.284879,5.91,100
2020UD74,9.14,39.4794048,0.0356680,0.1400470,1.455371,2.191773,-0.677614,9.30,100
2020UE74,9.29,43.8274795,0.0578719,0.0192974,1.244251,0.435392,-0.425258,0.03,100
2020UF74,9.45,44.0870654,0.0719059,0.0407770,1.233275,0.412590,-0.415109,0.00,100
2020UG74,8.60,44.3464706,0.0640077,0.0256030,1.222466,0.398996,-0.398794,0.29,100
2020UH74,8.30,42.6333157,0.0267447,0.0470834,1.296902,0.479109,-0.484917,0.17,100
2020UJ74,9.02,52.3678949,0.3258720,0.2242747,0.952399,0.215116,-0.268491,999.99,100
2020UT74,9.23,47.2633793,0.1464737,0.0656715,1.111055,0.365743,-0.322904,0.06,100
2020UY73,9.91,43.0663394,0.0447530,0.0177959,1.277372,0.468667,-0.466543,0.99,100
2020UZ73,8.32,46.5361449,0.0752256,0.0187387,1.137194,0.313443,-0.307853,0.04,100
2020YP30,7.40,47.8001319,0.2251419,0.1359625,1.092351,-0.488953,-0.207817,0.15,100
2021BK15,7.36,55.4647075,0.3646367,0.2067481,0.873915,-0.120122,-0.120283,0.35,100
2021CG56,7.29,56.9339922,0.3489641,0.2095148,0.840331,0.049821,-0.162543,0.50,100
2021CJ46,5.60,43.9188999,0.0343224,0.0384922,1.240364,0.408759,-0.409672,0.01,100
2021CL46,6.75,57.8398268,0.4189702,0.1499814,0.810591,0.263004,-0.342325,999.99,100
2021DF17,5.99,43.4885919,0.0498759,0.0720250,1.258822,0.427221,-0.432101,0.05,100
2021DH17,6.54,46.0115701,0.1372867,0.1679453,1.156688,0.282478,-0.326186,1.70,100
2021DM15,7.34,45.6578469,0.0388268,0.0242820,1.170169,0.333811,-0.330589,0.00,100
2021DN15,6.72,44.1020963,0.0598907,0.0342503,1.232649,0.407975,-0.408972,1.02,100
2021DN19,6.48,47.0058285,0.1113573,0.0681594,1.120192,0.312619,-0.303384,0.01,100
2021DO15,6.43,50.8524125,0.1712777,0.4136662,0.995462,0.085746,-0.151354,0.90,100
2021DP15,5.87,61.1048352,0.4018389,0.0714739,0.756080,0.175830,-0.206061,999.99,100
2021DQ15,6.18,55.4650164,0.4169074,0.0768864,0.873926,-0.053648,-0.137650,0.44,100
2021DS15,6.08,43.4784369,0.0495077,0.0719267,1.259263,0.427503,-0.432536,0.03,100
2021GU122,7.46,60.9369599,0.3282509,0.1987516,0.758902,0.104685,-0.123284,0.04,100
2021GW122,7.67,42.5541884,0.0266558,0.0350101,1.300522,0.491670,-0.492553,0.03,100
2021LB44,8.75,42.3341175,0.1354257,0.0997087,1.310967,0.783750,-0.599051,7.46,100
2021LC44,8.56,46.4788407,0.1269864,0.0312236,1.139304,0.337333,-0.336881,0.03,100
2021LE44,8.40,44.2730540,0.0866833,0.0316438,1.225514,0.413518,-0.415017,0.63,100
2021LH44,9.09,44.1413157,0.0362479,0.0254022,1.231000,0.400810,-0.399557,0.03,100
2021LJ44,8.52,44.2163914,0.0558316,0.0492755,1.227866,0.396004,-0.399069,0.03,100
2021LL37,4.09,55.8801958,0.3549366,0.1886618,0.864275,0.259961,-0.250210,2.33,100
2021LM44,8.11,43.9719816,0.0970351,0.0393266,1.238124,0.444597,-0.440110,0.44,100
2021LN43,5.52,47.8001343,0.2303451,0.1269695,1.092352,-0.486083,-0.207970,0.25,100
2021LQ44,6.39,47.7848607,0.1227349,0.3763740,1.092895,0.275623,-0.206445,2.03,100
2021LR44,8.54,39.4582643,0.1719217,0.0968590,1.456457,-1.096729,-0.372856,0.04,100
2021LS44,8.47,43.2969804,0.0210367,0.0315071,1.267191,0.443687,-0.443396,0.03,100
2021LU43,6.29,42.8388153,0.0182869,0.0469669,1.287578,0.523051,-0.469545,0.03,100
2021LV43,10.04,47.7981545,0.3183441,0.0174587,1.092427,0.054458,-0.225476,28.20,100
2021LW44,7.63,44.0048483,0.0710503,0.0357052,1.236740,0.420871,-0.420182,0.82,100
2021LX43,8.98,43.4635039,0.0215912,0.0289993,1.259914,0.435711,-0.433759,0.03,100
2021LX44,6.96,39.4603472,0.1409073,0.0422270,1.456411,-1.596861,-0.482056,0.14,100
2021LY44,8.51,58.4333714,0.3959822,0.0843354,0.809156,0.269869,-0.297475,999.99,100
2021LZ43,7.73,43.5869732,0.1109639,0.0657790,1.254586,0.562108,-0.480097,1.82,100
2021LZ44,8.31,43.8037297,0.0351830,0.0416206,1.245260,0.416335,-0.415625,0.03,100
2021QH98,6.66,43.0379205,0.0144607,0.0371144,1.278652,0.550837,-0.457542,0.03,100
2021RA237,9.40,51.9223442,0.3551138,0.1572343,0.974458,0.294094,-0.414461,999.99,100
2021RB237,9.37,42.9165834,0.0428027,0.0287255,1.284081,0.475183,-0.474640,0.03,100
2021RC237,8.34,45.8031935,0.0827590,0.0056603,1.164606,0.341464,-0.339962,0.02,100
2021RE237,8.96,45.5552812,0.1219538,0.0291187,1.174131,0.371193,-0.374693,0.03,100
2021RF237,9.31,44.1027608,0.0809179,0.0580847,1.232629,0.410322,-0.415661,1.53,100
2021RG237,9.07,43.1600230,0.0780635,0.0302354,1.273233,0.491993,-0.479377,0.04,100
2021RH237,8.78,44.5330884,0.0487278,0.0223467,1.214790,0.391911,-0.383559,0.33,100
2021RJ237,9.32,43.9190760,0.0164157,0.0038265,1.240357,0.411458,-0.428895,0.03,100
2021RK237,9.45,42.9745730,0.0358581,0.0559767,1.281458,0.457670,-0.462383,0.39,100
2021RM237,8.37,39.4575666,0.1858242,0.2063679,1.456478,-0.868603,-0.337704,0.01,100
2021RN237,9.20,45.5663691,0.0693015,0.0269783,1.173697,0.344128,-0.343066,0.01,100
2021RN238,8.79,42.9428143,0.0610889,0.0227084,1.282907,0.487817,-0.482607,0.02,100
2021RR237,9.41,43.2311831,0.0840320,0.3662033,1.270017,0.170433,-0.299743,0.04,100
2021RS237,8.13,43.1172620,0.0167928,0.0371037,1.275123,0.451405,-0.452956,0.00,100
2021RT237,8.34,39.4603974,0.1258633,0.0475252,1.456361,-2.134566,-0.424335,0.02,100
2021RU236,8.06,44.3186545,0.0604149,0.0310755,1.223619,0.397902,-0.398197,0.15,100
2021RU237,8.65,44.4275151,0.0707176,0.0482412,1.219123,0.392679,-0.395190,0.14,100
2021RV236,9.26,51.3855748,0.2530181,0.0275762,0.980162,0.269953,-0.275234,9.46,100
2021RW236,7.50,45.9263701,0.1225355,0.0666756,1.159924,0.343251,-0.351348,0.32,100
2021RX236,8.69,44.2490109,0.0660468,0.0315285,1.226510,0.403460,-0.404224,0.02,100
2021RX237,8.42,42.6634135,0.0448258,0.0565044,1.295522,0.486953,-0.486856,0.46,100
2021RY236,8.82,43.0533822,0.0293970,0.0313211,1.277964,0.459731,-0.460422,0.03,100
2021RZ236,9.27,43.5958187,0.0865478,0.2546389,1.254146,0.287803,-0.352222,0.07,100
2021TH192,7.86,42.9641467,0.0457060,0.0084364,1.281950,0.477359,-0.495006,0.02,100
2021TJ192,7.53,52.3675609,0.2871496,0.1689499,0.953837,0.200155,-0.244531,19.53,100
2021TK192,7.78,44.0082828,0.0482379,0.0110422,1.236591,0.411003,-0.411578,1.30,100
2021TP191,9.48,45.8591193,0.0866304,0.0363003,1.162475,0.337168,-0.337490,0.04,100
2021XD7,6.93,47.8545093,0.2827016,0.2312154,1.091970,-0.003321,-0.262794,5.46,100
2022FG12,8.16,41.6219379,0.1285533,0.3743094,1.344442,0.231881,-0.360194,5.02,100
2022FH9,8.17,34.9518437,0.0491528,0.0815082,1.747293,-10.395337,-1.758899,0.69,100
2022FK12,7.32,47.6716062,0.0213187,0.4122752,1.096778,0.147629,-0.178443,0.09,100
2022FM12,8.08,46.7493939,0.2135410,0.1098333,1.129454,0.379775,-0.411231,8.44,100
2022FN12,7.64,42.6131241,0.0256935,0.0295839,1.297824,0.485152,-0.488812,0.04,100
2022FR6,7.44,44.2251683,0.0617162,0.1127005,1.227487,0.361688,-0.384627,0.37,100
2022GG7,7.20,43.5699946,0.0435380,0.0614429,1.255295,0.427648,-0.428056,0.03,100
2022GP4,8.15,44.3180726,0.1599150,0.1538646,1.223443,0.400020,-0.437075,9.18,100
2022GY3,7.39,42.3313249,0.0987811,0.0672998,1.310794,-0.978698,-0.476208,0.08,100
2022GZ3,7.36,41.5336751,0.0295522,0.2854244,1.348699,0.290505,-0.408687,0.03,100
2022HE1,6.79,43.0335664,0.0796090,0.0487662,1.278850,0.488029,-0.486202,0.11,100
2022LA15,9.72,42.0418174,0.0810311,0.3087860,1.324312,0.287028,-0.379384,0.10,100
2022LD14,8.33,45.9567038,0.0791552,0.0668323,1.158771,0.322926,-0.326402,0.02,100
2022LG15,8.80,44.9257170,0.0798452,0.0285786,1.198898,0.375641,-0.377130,0.03,100
2022LM14,7.72,46.7512466,0.0325941,0.0215747,1.129352,0.298220,-0.290277,0.03,100
2022LO17,7.91,44.0851705,0.0562023,0.0230699,1.233354,0.409980,-0.409624,0.03,100
2022LR16,9.24,42.7351980,0.0535908,0.0562286,1.292266,0.488713,-0.487130,0.05,100
2022LT15,7.62,43.4056488,0.0359819,0.0723651,1.262432,0.422644,-0.433010,0.03,100
2022LW14,8.58,45.8816250,0.2182582,0.0709498,1.155834,0.497642,-0.524204,999.99,100
2022LY13,9.73,39.4591018,0.1438030,0.2767769,1.456464,-1.020419,-0.433330,0.55,100
2022QD261,6.03,46.6514181,0.1671019,0.1080993,1.132985,0.332469,-0.347765,5.88,100
2022QE261,6.14,45.8624675,0.1211362,0.1303988,1.162343,0.309990,-0.335885,0.03,100
2022QF261,5.31,56.1950894,0.3424428,0.1744895,0.857141,0.183026,-0.211197,34.68,100
2023FA55,7.55,44.0031498,0.1050377,0.0830810,1.236864,0.426687,-0.432129,1.33,100
2023FB55,6.36,44.2388416,0.0302692,0.0474332,1.226929,0.389219,-0.390676,0.05,100
2023FD55,7.80,53.2814424,0.2439664,0.1368810,0.928216,0.192657,-0.200482,0.03,100
2023FR54,6.23,42.5952688,0.0361342,0.1886943,1.298615,0.352939,-0.423811,0.03,100
2023FS54,5.37,53.7980353,0.2950411,0.0489278,0.914921,0.253998,-0.254362,2.84,100
2023FT54,7.66,45.6254540,0.2262535,0.1858868,1.168344,0.255090,-0.408543,999.99,100
2023FW54,6.68,44.9769243,0.1372234,0.0250768,1.196859,0.423055,-0.423005,0.09,100
2023FX54,6.63,44.2102056,0.0559443,0.0239891,1.228125,0.403025,-0.402573,0.02,100
2023HA36,6.57,42.8094542,0.1625824,0.2147333,1.290200,0.439103,-0.486722,14.35,100
